,af,am,rw,ig,ha,ln,lug,so,zu,sn,nya,run,st,nso,tn,xh,yo
1178,Maklik om die instelling aan te pas en selfs jou eie boekmerke te skep.,የራስህን መለያ ምልክቶች መፍጠር ቀላል ነው።,Biroroshye gukoresha ibikoresho byawe ndetse no gukora inyandiko zawe bwite.,Ọ dị mfe ịhazi ntọala na ọbụna mepụta ibe edokọbara gị.,Yana da sauƙi a gyara kayan daidaita kuma ka halicci alamar littattafai na kanka.,Eza pete na kobongisa esika mpe kutu kosala ba bookmark na yo moko.,Nnyangu okutegeka enteekateeka era n'okukola n'obubonero bwo.,Easy in ay customize goob iyo xitaa abuuro bookmarks adiga kuu gaar ah.,Kulula ukwenza ngokwezifiso isimiso ngisho nokudala amabhukhimakhi akho.,"Nyore kugadzirisa kuisa, uye kunyange kugadzira bookmarks yako pachako.",Zosavuta kusintha makonzedwe ndipo ngakhale kupanga zolemba zanu.,"Biroroshe ko umuntu atunganya ivyipfuzo vyawe, mbere n'ukwandika ibitabu vyawe bwite.",Ho bonolo ho iketsetsa li-setting esita le ho iketsetsa li-bookmark tsa hau.,Go bonolo go dira di-setting le go hlama di-bookmark tša gago.,Go bonolo go tsenya di-setting tsa gago tota le go tlhama di-bookmark tsa gago.,Kulula ukwenza ngokwezifiso isicwangciso kwaye nokuba udale ii-bookmarks zakho.,Ó rọrùn láti ṣe àkànṣe ètò àti pàápàá ṣẹ̀dá àwọn àmì-ìwé tìrẹ.
1179,Ongemaklik om die instelling aan te pas en selfs jou eie boekmerke te skep.,የራስህን መለያ ምልክቶች ማስተካከል አልፎ ተርፎም የራስህን መለያ ምልክቶች መፍጠር አይከብደህም።,2.1.1.1.2.2.2.2.2.2.2016 4.2016 4.201,Obi erughị ala iji hazie ọnọdụ na ọbụna ịmepụta ibe edokọbara gị.,Ba shi da sauƙi ka daidaita kayan daidaita kuma ka halicci naka alamar littattafai.,Eza pete te na kobongisa esika mpe ata kosala ba bookmarks na yo moko.,Si kya bulijjo okutegeka enteekateeka n'okukola n'obubonero bwo.,Aan xasilooneyn in ay astaysto goob iyo xitaa abuuraan bookmarks adiga kuu gaar ah.,Ungakhululekile ukwenza ngokwezifiso isimiso ngisho nokudala izibekisi-bhukwini zakho.,"Kusagadzikana kugadzirisa kuisa, uye kunyange kugadzira bookmarks yako pachako.",Osakhazikika kusintha makonzedwe ndipo ngakhale kulenga bookmarks wanu.,"10.10.10.10.2016 Subiramwo igitabu cawe, mbere n'utwike igitabu cawe.",Ha ho bonolo ho iketsetsa li-setting esita le ho iketsetsa li-bookmark tsa hau.,O se ke wa itaetša le go dira ditšhupetšo tša gago le go dira ditshwaotshwao tša gago.,"O se ka wa itewa ke di-bookmark tsa gago, tota le go dira di-bookmark tsa gago.",Ukungakhululeki ukwenza ngokwezifiso isicwangciso kwaye nokuba udale ii-bookmarks zakho.,Àìrọ̀rùn láti ṣe àkànṣe ètò àti láti ṣẹ̀dá àmì-ìwé tìrẹ.
1180,"Maklik om die instelling aan te pas en selfs u eie boekmerke te skep, maar ek hou nie van die gebrek aan instruksies op Windows 8 nie.","መቼትን ማስተካከል እና የራስህን መለያ ምልክቶች መፍጠር ቀላል ነው, ነገር ግን በ ዊንዶውስ 8 ላይ መመርያ እጥረት አልወድም.","Biroroshye gukoresha ibikoresho by'ikoranabuhanga ndetse no gukora ibitabo byawe bwite, ariko ntabwo nkunda amabwiriza ya Windows 8.","Ọ dị mfe ịhazi ntọala na ọbụna ịmepụta ibe edokọbara gị, mana enweghị m mmasị na enweghị ntụziaka na Windows 8.","Yana da sauƙi a gyara kayan daidaita kuma a ƙera alamar littattafai na kanka, amma ba na son rashin umurni a Windows 8.","Eza pete na kobongisa esika mpe kutu kosala ba bookmarks na yo moko, kasi nalingaka te kozanga ya malako na Windows 8.","Nnyangu okutegeka enteekateeka n'okukola n'obubonero bwo, naye saagala butaba na biragiro ku Windows 8.","Easy in ay astaysto goob iyo xitaa la abuuro bookmarks adiga kuu gaar ah, laakiin ma jecli la'aanta tilmaamaha on Windows 8.","Kulula ukwenza ngokwezifiso isimiso ngisho nokudala amabhukhimakhi akho, kodwa angithandi ukuntuleka kwemiyalo ku-Windows 8.","Zviri nyore kugadzirisa kuisa uye kunyange kugadzira mabhuku ako pachako, asi ini handidi kushaikwa kwemirayiridzo paWindows 8.","Zosavuta kusintha makonzedwe ndipo ngakhale kupanga zolemba zanu, koma sindimakonda kusowa kwa malangizo pa Windows 8.",8-08-2016 à 2016 à 08:03 à 08 à 2016 à 08:03 à 2016 à 8:10 à 2018 à 2018 à 8:25 à 2015 à,"Ho bonolo ho iketsetsa li-setting esita le ho iketsetsa li-bookmark tsa hau, empa ha ke rate ho haelloa ke litaelo ho Windows 8.","Le ge go le bjalo, le ge go le bjalo, ga ke rate go dira ditshwaotshwao tša gago tša go tšwa go Windows 8.","Ga ke rate go dirisa di-bookmark tsa gago, fela ga ke rate go dirisa windows 8.","Kulula ukwenza ngokwezifiso isicwangciso kwaye nokuba udale ii-bookmarks zakho, kodwa andithandi ukungabikho kwemiyalelo kwi-Windows 8.","Rọrun lati ṣe akanṣe eto ati paapaa ṣẹda awọn bukumaaki tirẹ, ṣugbọn Emi ko fẹran aini awọn itọnisọna lori Windows 8."
1181,Maklik om die instelling aan te pas en selfs jou eie boekmerke te skep.,የራስህን መለያ ምልክቶች መፍጠር ቀላል ነው።,Biroroshye gukoresha ibikoresho byawe ndetse no gukora inyandiko zawe bwite.,Ọ dị mfe ịhazi ntọala na ọbụna mepụta ibe edokọbara gị.,Yana da sauƙi a gyara kayan daidaita kuma ka halicci alamar littattafai na kanka.,Eza pete na kobongisa esika mpe kutu kosala ba bookmark na yo moko.,Nnyangu okutegeka enteekateeka era n'okukola n'obubonero bwo.,Easy in ay customize goob iyo xitaa abuuro bookmarks adiga kuu gaar ah.,Kulula ukwenza ngokwezifiso isimiso ngisho nokudala amabhukhimakhi akho.,"Nyore kugadzirisa kuisa, uye kunyange kugadzira bookmarks yako pachako.",Zosavuta kusintha makonzedwe ndipo ngakhale kupanga zolemba zanu.,"Biroroshe ko umuntu atunganya ivyipfuzo vyawe, mbere n'ukwandika ibitabu vyawe bwite.",Ho bonolo ho iketsetsa li-setting esita le ho iketsetsa li-bookmark tsa hau.,Go bonolo go dira di-setting le go hlama di-bookmark tša gago.,Go bonolo go tsenya di-setting tsa gago tota le go tlhama di-bookmark tsa gago.,Kulula ukwenza ngokwezifiso isicwangciso kwaye nokuba udale ii-bookmarks zakho.,Ó rọrùn láti ṣe àkànṣe ètò àti pàápàá ṣẹ̀dá àwọn àmì-ìwé tìrẹ.
1182,Ongemaklik om die instelling aan te pas en selfs jou eie boekmerke te skep.,የራስህን መለያ ምልክቶች ማስተካከል አልፎ ተርፎም የራስህን መለያ ምልክቶች መፍጠር አይከብደህም።,2.1.1.1.2.2.2.2.2.2.2016 4.2016 4.201,Obi erughị ala iji hazie ọnọdụ na ọbụna ịmepụta ibe edokọbara gị.,Ba shi da sauƙi ka daidaita kayan daidaita kuma ka halicci naka alamar littattafai.,Eza pete te na kobongisa esika mpe ata kosala ba bookmarks na yo moko.,Si kya bulijjo okutegeka enteekateeka n'okukola n'obubonero bwo.,Aan xasilooneyn in ay astaysto goob iyo xitaa abuuraan bookmarks adiga kuu gaar ah.,Ungakhululekile ukwenza ngokwezifiso isimiso ngisho nokudala izibekisi-bhukwini zakho.,"Kusagadzikana kugadzirisa kuisa, uye kunyange kugadzira bookmarks yako pachako.",Osakhazikika kusintha makonzedwe ndipo ngakhale kulenga bookmarks wanu.,"10.10.10.10.2016 Subiramwo igitabu cawe, mbere n'utwike igitabu cawe.",Ha ho bonolo ho iketsetsa li-setting esita le ho iketsetsa li-bookmark tsa hau.,O se ke wa itaetša le go dira ditšhupetšo tša gago le go dira ditshwaotshwao tša gago.,"O se ka wa itewa ke di-bookmark tsa gago, tota le go dira di-bookmark tsa gago.",Ukungakhululeki ukwenza ngokwezifiso isicwangciso kwaye nokuba udale ii-bookmarks zakho.,Àìrọ̀rùn láti ṣe àkànṣe ètò àti láti ṣẹ̀dá àmì-ìwé tìrẹ.
1183,"Maklik om die instelling aan te pas en selfs u eie boekmerke te skep, maar spoed is teleurgesteld.",የራስህን መለያ ምልክቶች ማስተካከልና ሌላው ቀርቶ የራስህን መለያ ምልክቶች መፍጠር ቀላል ቢሆንም ፍጥነትህ በጣም ያሳዝናል።,"Biroroshye gukoresha ibikoresho byawe, ndetse no gukora ibitabo byawe bwite, ariko umuvuduko ugabanutse.","Ọ dị mfe ịhazi ntọala na ọbụna mepụta ibe edokọbara gị, mana ọsọ na-emechu ihu.","Yana da sauƙi a gyara kayan daidaita kuma a ƙera alamar littafinka, amma saurin ya yi sanyin gwiwa.","Eza pete na kobongisa esika mpe kutu kosala bilembo ya mikanda na yo moko, kasi vitese elɛmbi nzoto.","Nnyangu okutegeka enteekateeka era n'okukola bookmarks zo, naye sipiidi y'ennaku.","Easy in ay astaysto goob iyo xitaa la abuuro bookmarks adiga kuu gaar ah, laakiin xawaaraha waa niyad.","Kulula ukwenza ngokwezifiso isimiso ngisho nokudala amabhukhimakhi akho, kodwa isivinini siphoxekile.","Zviri nyore kugadzirisa kuisa uye kunyange kugadzira bookmarks yako pachako, asi kumhanya kunoodzwa mwoyo.","Zosavuta kusintha makonzedwe ndipo ngakhale kupanga zolemba zanu, koma liwiro limakhumudwa.","Biroroshe ko uguma uvyiha, mbere n'ukwandika ivyanditswe vyawe bwite, ariko uciye ucika intege.","Ho bonolo ho iketsetsa li-setting esita le ho iketsetsa li-bookmark tsa hau, empa lebelo le soetseha.","Go bonolo go dira di-setting tša gago le go hlama di-bookmark tša gago, eupša lebelo le a nyaga.","Le fa go ntse jalo, go motlhofo go dira di-bookmark tsa gago, le fa go ntse jalo, go a swabisa go dira gore o se ka wa kgobega marapo.","Kulula ukwenza ngokwezifiso isicwangciso kwaye nokuba udale ii-bookmarks zakho, kodwa isantya siyaphoxeka.","Rọrun lati ṣe akanṣe eto ati paapaa ṣẹda awọn bukumaaki tirẹ, ṣugbọn iyara jẹ ibanujẹ."
1184,Alles wat ek wou hê en alles wat ek nodig gehad het en die prys was puik!,የፈለግኩትን ሁሉ፣ የሚያስፈልገኝን ሁሉ፣ ዋጋውም ከፍተኛ ነበር!,Ibyo nashakaga byose n'ibyo nari nkeneye byose kandi igiciro cyari cyiza cyane!,Ihe niile m chọrọ na ihe niile m chọrọ na ọnụahịa ahụ dị oke mma!,Dukan abin da nake so da dukan abin da nake bukata da kuma kuɗin ya yi kyau!,Nyonso oyo nazalaki kolinga mpe nyonso oyo nazalaki na yango mposa mpe ntalo ezalaki monene!,Buli kye nali njagala ne byonna bye nali nneetaaga era bbeeyi yali nnungi!,Wax kasta oo aan rabay iyo wax kasta oo aan u baahnaa iyo qiimaha wuxuu ahaa mid weyn!,Konke engangikufuna nakho konke engangikudinga futhi intengo yayinkulu!,Zvose zvandaida uye zvese zvandaida uye mutengo wacho waiva mukuru!,Chilichonse chimene ndinkafuna ndi zonse zomwe ndinkafunikira ndipo mtengo wake unali waukulu!,"Ivyo nari nkeneye vyose, n'ivyo nari nkeneye vyose!","Ntho e ngoe le e ngoe eo ke e batlang le sohle seo ke se batlang le seo ke se batlang, theko e ne e le ntle!","Seo ke bego ke se nyaka le seo ke se nyakago, le gona theko e be e le bose kudu!",Ke ne ke batla sengwe le sengwe se ke neng ke se batla le se ke se batlang.,Yonke into endiyifunayo kunye nayo yonke into endiyifunayo kunye nexabiso lalikhulu!,"Gbogbo ohun tí mo fẹ́ àti gbogbo ohun tí mo nílò, iye rẹ̀ sì dára!"
1185,"Alles wat ek wou hê en alles wat ek nodig gehad het, maar die prys was nie wonderlik nie!",የፈለግሁትን ሁሉ እና የሚያስፈልገኝን ነገር ሁሉ ነገር ግን ዋጋው ብዙ አልነበረም!,"Ibyo nashakaga byose n'ibyo nari nkeneye byose, ariko igiciro ntabwo cyari kinini!",Ihe niile m chọrọ na ihe niile m chọrọ ma ọnụahịa ahụ adịghị mma!,Dukan abin da nake so da dukan abin da nake bukata amma kuɗin ba shi da kyau!,Nyonso oyo nazalaki kolinga mpe nyonso nazalaki na mposa na yango kasi ntalo ezalaki monene te!,Buli kye nali njagala ne byonna bye nali nneetaaga naye bbeeyi teyali nnyingi!,Wax kasta oo aan rabay iyo wax walba oo aan u baahnaa laakiin qiimaha ma ahayn mid weyn!,Konke engangikufuna nakho konke engangikudinga kodwa intengo yayingekho enkulu!,Zvose zvandaida uye zvese zvandaida asi mutengo wacho wakanga usiri mukuru!,Chilichonse chimene ndinkafuna ndi zonse zomwe ndinkafunikira koma mtengo wake sunali waukulu!,"Ivyo nari nkeneye vyose, n'ivyo nari nkeneye vyose, ariko ntivyari vy'ukuri!","Ntho e ngoe le e ngoe eo ke e batlang le seo ke neng ke se batla, empa theko e ne e se ntle!","Seo ke bego ke se nyaka le seo ke se nyakago, eupša se be se bohlokwa kudu!","Ke ne ke batla sengwe le sengwe se ke neng ke se batla, fela se ne se seyo!",Yonke into endiyifunayo kunye nayo yonke into endiyifunayo kodwa ixabiso lalingekho likhulu!,Gbogbo ohun tí mo fẹ́ àti gbogbo ohun tí mo nílò ṣùgbọ́n iye owó rẹ̀ kò dára!
1186,"Alles wat ek wou hê en alles wat ek nodig gehad het en die prys was wonderlik, maar ram is 'n grief en ek kla OS.",የፈለግሁትን ሁሉ እና የሚያስፈልገኝን ሁሉ እና ዋጋው ብዙ ነበር፣ ነገር ግን አውራ በግ እሬት ነው እናም ኦስ ኦስ አማርራለሁ።,"Ibyo nashakaga byose n'ibyo nari nkeneye byose kandi igiciro cyari cyiza, ariko ram ni ikibazo kandi ndabiryozwa.","Ihe niile m chọrọ na ihe niile m chọrọ na ọnụahịa ahụ dị oke mma, mana ebule bụ gripe na m na-eme mkpesa OS.","Dukan abin da nake so da dukan abin da nake bukata da kuma kuɗin ya yi kyau, amma ram mai ƙarfi ne kuma ina gunaguni OS.","Nyonso oyo nazalaki kolinga mpe nyonso oyo nazalaki na yango mposa mpe ntalo ezalaki monene, kasi ram azali gripe mpe nazali komilela na OS.","Buli kye nali njagala ne byonna bye nali nneetaaga ate nga ne bbeeyi yali nnungi nnyo, naye ram yeemulugunya era nneemulugunya ku OS.","Wax kasta oo aan rabay iyo wax kasta oo aan u baahanahay iyo qiimaha ahaa weyn, laakiin wan waa gripe ah oo aan ka caban OS.","Konke engangikufuna nakho konke engangikudinga futhi intengo yayinkulu, kodwa i-ram iyi-gripe futhi ngikhononda nge-OS.","Zvose zvandaida uye zvese zvandaida uye mutengo wakanga wakakura, asi gondohwe chigumbu uye ini ndinonyunyuta OS.","Chilichonse chomwe ndinkafuna ndi zonse zomwe ndinkafunikira ndipo mtengo wake unali waukulu, koma nkhosa yamphongo ndi chisoni ndipo ndimadandaula OS.","Ivyo nari nkeneye vyose, n'ivyo nari nkeneye vyose, n'igiciro cari kinini cane, ariko Yehova ni we yanyotewe.","Ntho e ngoe le e ngoe eo ke e batlang le ntho e ngoe le e ngoe eo ke e hlokang mme theko e ne e le kholo, empa pheleu ke gripe mme ke tletleba OS.","Se sengwe le se sengwe seo ke bego ke se nyaka le seo ke se nyakago, le gore theko e be e le ye kgolo, eupša ram ke gripe gomme ke kgopela OS.","Ke ne ke batla sengwe le sengwe se ke neng ke se batla le go se batla, mme pheleu e ne e le selo se se neng se le thata e bile ke se batla.","Yonke into endiyifunayo kunye nayo yonke into endiyifunayo kunye nexabiso lalikhulu, kodwa i-ram yi-gripe kwaye ndikhalaza i-OS.","Gbogbo ohun tí mo fẹ́ àti gbogbo ohun tí mo nílò àti pé iye rẹ̀ dára, ṣùgbọ́n àgbò jẹ́ ìfọwọ́sowọ́pọ̀ mo sì ṣàròyé OS."
1187,Ek hou van die helderheid en aanpassings.,ብሩህነትንና ማስተካከያዎችን እወዳለሁ ።,Nkunda umuco n'impinduka.,Enwere m mmasị na ìhè na mgbanwe.,Ina son haske da gyare - gyare.,Nalingaka kongɛnga mpe kobongisa makambo.,Njagala ekitangaala n'enkyukakyuka.,Waan jeclahay iftiinka iyo la qabsiga.,Ngithanda ukukhanya nokulungiswa.,Ndinoda kupenya uye kugadzirisa.,Ndimakonda kuwala ndi kusintha.,Ndakunda amahinduka n'amahinduka.,Ke rata phetoho le liphetoho.,Ke rata go fetola le go fetola dilo tše di botse.,Ke motho yo ke ne ke rata dipaakanyo le dipaakanyo.,Ndiyakuthanda ukukhanya kunye nohlengahlengiso.,Mo fẹ́ràn ìmọ́lẹ̀ àti àtúnṣe.
1188,Ek hou nie van die helderheid en aanpassings nie.,ብሩህነትንና ማስተካከያዎችን እጠላለሁ ።,Nkunda umuco n'impinduka.,Enweghị m mmasị na ìhè na mgbanwe.,Ba na son haske da gyara.,Nalingaka lisusu te kongɛnga mpe kobongisa makambo.,Saagala kitangaala na nkyukakyuka.,Iftiinka iyo la qabsiga waan ka nacay.,Angithandi ukukhanya nokulungiswa.,Handidi kupenya uye kugadziriswa.,Sindimakonda kuwala ndi kusintha.,Jewe ndakunda amahinduka n'amahinduka.,Ke ne ke rata ho fetola le ho fetola maikutlo.,Ke be ke rata go fetola le go fetola dilo ka moka.,Ke ne ke rata tsela e ke ikutlwang ka yone e bile ke rata dilo tse di itumedisang.,Andikuthandi ukukhanya kunye nohlengahlengiso.,Mo kórìíra ìmọ́lẹ̀ àti àtúnṣe.
1189,"Ek hou van die helderheid en aanpassings, maar Windows 8-opstellings is gefrustreerd en hardeware (sleutelbord) is 'n probleem.","የድምቀት እና ማስተካከያዎችን እወዳለሁ, ነገር ግን መስኮቶች 8 ማመቻቸት የተበሳጨ እና ሃርድዌር (ኪቦርድ) ጉዳዮች ናቸው.","Nkunda impinduka n'impinduka, ariko windows 8 set-ups irababaje kandi ibikoresho (keyboard) ni ibibazo.","Enwere m mmasị na nchapụta na mgbanwe, ma windows 8 set-ups na-enwe nkụda mmụọ na ngwaike (keyboard) bụ nsogbu.","Ina son haske da gyare-gyare, amma windows 8 set-ups yana da baƙin ciki kuma na'urori (kibowori) matsaloli ne.","Nalingaka kongɛnga mpe kobongisa makambo, kasi windows 8 set-up elɛmbisaka nzoto mpe hardware (clavier) eza makambo.",Njagala nnyo ekitangaala n'enkyukakyuka naye enteekateeka za windows 8 ziggwaamu amaanyi ate hardware (keyboard) nsonga.,"Waan jeclahay iftiinka iyo waafajinta, laakiin daaqadaha 8 qotomiyey-ups waa niyad iyo hardware (keyboard) waa arrimaha ah.","Ngithanda ukukhanya nokulungiswa, kodwa amawindi 8 set-ups ukhungathekile futhi hardware (ikhibhodi) kuyinkinga.","Ndinoda kupenya uye kugadzirisa, asi mahwindo 8 set-ups anokangaidzika uye hardware (keyboard) inyaya.","Ndimakonda kuwala ndi kusintha, koma mawindo 8 okhazikitsidwa amakhumudwa ndipo hardware (kiyibodi) ndi nkhani.",Ndakunda cane ivyatsi n'ibishobis,"Ke rata ho khanya le liphetoho, empa li-setup tsa Windows 8 li ferekane ebile li-hardware (keyboard) ke litaba.","Ke rata go ba le dithekišo le dithekišo, eupša windows 8 e a nyama gomme ditheknolotši (di-keyboard) ke bothata.","Ke rata go dira dilo tse di amanang le windows 8, mme di-keyboards di a tlhakatlhakana, mme go na le dilo tse dingwe tse di sa amanang le tsone.","Ndiyakuthanda ukukhanya kunye nohlengahlengiso, kodwa iifestile ze-8 set-ups zikhathazekile kwaye i-hardware (ikhibhodi) yimiba.","Mo fẹ́ràn ìmọ́lẹ̀ àti àtúnṣe, ṣùgbọ́n àwọn ìṣètò windows 8 ní ìjákulẹ̀ àti pé hardware (keyboard) jẹ́ ìṣòro."
1190,Ek hou van die helderheid en aanpassings.,ብሩህነትንና ማስተካከያዎችን እወዳለሁ ።,Nkunda umuco n'impinduka.,Enwere m mmasị na ìhè na mgbanwe.,Ina son haske da gyare - gyare.,Nalingaka kongɛnga mpe kobongisa makambo.,Njagala ekitangaala n'enkyukakyuka.,Waan jeclahay iftiinka iyo la qabsiga.,Ngithanda ukukhanya nokulungiswa.,Ndinoda kupenya uye kugadzirisa.,Ndimakonda kuwala ndi kusintha.,Ndakunda amahinduka n'amahinduka.,Ke rata phetoho le liphetoho.,Ke rata go fetola le go fetola dilo tše di botse.,Ke motho yo ke ne ke rata dipaakanyo le dipaakanyo.,Ndiyakuthanda ukukhanya kunye nohlengahlengiso.,Mo fẹ́ràn ìmọ́lẹ̀ àti àtúnṣe.
1191,Ek hou nie van die helderheid en aanpassings nie.,ብሩህነትንና ማስተካከያዎችን እጠላለሁ ።,Nkunda umuco n'impinduka.,Enweghị m mmasị na ìhè na mgbanwe.,Ba na son haske da gyara.,Nalingaka lisusu te kongɛnga mpe kobongisa makambo.,Saagala kitangaala na nkyukakyuka.,Iftiinka iyo la qabsiga waan ka nacay.,Angithandi ukukhanya nokulungiswa.,Handidi kupenya uye kugadziriswa.,Sindimakonda kuwala ndi kusintha.,Jewe ndakunda amahinduka n'amahinduka.,Ke ne ke rata ho fetola le ho fetola maikutlo.,Ke be ke rata go fetola le go fetola dilo ka moka.,Ke ne ke rata tsela e ke ikutlwang ka yone e bile ke rata dilo tse di itumedisang.,Andikuthandi ukukhanya kunye nohlengahlengiso.,Mo kórìíra ìmọ́lẹ̀ àti àtúnṣe.
1192,"Ek hou van die helderheid en aanpassings, maar klankvolume is onbruikbaar.",ድምቀቱንና ማስተካከያውን ደስ ይለኛል። የድምጽ መጠን ግን አይጠቅምም።,"Nkunda uburyo bwo guhindura no guhindura, ariko umubare w'amajwi ntabwo ushobora gukoreshwa.","Enwere m mmasị na nchapụta na mgbanwe, ma olu ọdịyo enweghị ike iji ya.","Ina son haske da gyare - gyare, amma sautin sauti ba zai iya yin amfani da shi ba.","Nalingaka kongɛnga mpe kobongisa makambo, kasi volimi ya mongongo ekoki kosalelama te.",Njagala nnyo ekitangaala n'enkyukakyuka naye eddoboozi ly'amaloboozi terisobola kukozesebwa.,"Waan jeclahay iftiinka iyo isbedelka, laakiin mugga maqalka ah waa mid aan la isticmaali karin.","Ngithanda ukukhanya nokulungiswa, kodwa ivolumu yomsindo ayisebenziseki.","Ndinoda kupenya uye kugadzirisa, asi vhoriyamu yekuteerera haishandiswi.","Ndimakonda kuwala ndi kusintha, koma voliyumu ya audio ndi yosagwira ntchito.","Ndakunda ikosora n'ikosora ry'amajwi, ariko amajwi y'amajwi ntakwiye gusyangana.","Ke rata ho khanya le liphetoho, empa molumo oa molumo ha o sebetse.","Ke rata go ba le dithekišo le dithekišo, eupša go na le ditheknolotši tše di sa lokago.","Ke rata dilo tse di monate le go di baakanya, mme modumo ga o na mosola.","Ndiyakuthanda ukukhanya kunye nohlengahlengiso, kodwa umthamo wesandi awusebenziseki.","Mo fẹ́ràn ìmọ́lẹ̀ àti àtúnṣe, ṣùgbọ́n ìwọ̀n ohùn kò ṣe é lò."
1193,Die ontvanger was vol superlatiewe vir die kwaliteit en prestasie.,ተቀባዩ ለጥራቱና ለአፈጻጸሙ ከፍተኛ በሆኑ ሐሳቦች የተሞላ ነበር ።,Uyu mukinnyi yari afite ubushobozi bwo gukora neza no gukora.,Onye natara ya jupụtara na superlatives maka àgwà na arụmọrụ.,Mai karɓan ya cika da superlatives don cikakken da kuma aiki.,Moyambi atondaki na basuperlatives mpona qualité pe performance ya malamu.,Omutendesi yali ajjudde ebintu eby'omulembe olw'omutindo n'omutindo.,aqbalana waxaa ka buuxay superlatives ee tayada iyo waxqabadka.,Umamukeli wayegcwele ama-superlatives wekhwalithi nokusebenza.,Mugamuchiri akanga azere ne superlatives yepamusoro uye kushanda.,Wolandira anali wodzaza ndi superlatives kwa khalidwe ndi ntchito.,Uwo munyeshure yari yuzuyemwo ibishobisho bikongera,Moamoheli o ne a tletse li-superlatives bakeng sa boleng le ts'ebetso.,Moamogedi o be a tletše ka boleng le bokgoni bja gagwe.,Go ne go na le batho ba ba neng ba na le bokgoni jwa go nna le bokgoni jo bo kwa godimo le go dira tiro.,Umamkeli wayegcwele i-superlatives yomgangatho kunye nokusebenza.,Olùgbà náà kún fún àwọn superlatives fún dídára àti ìṣe.
1194,Die ontvanger was vol nie superlatiewe vir die kwaliteit en prestasie nie.,ተቀባዩ ለጥራቱና ለድርሰቱ የላቀ ችሎታ ያለው አልነበረም ።,Umuyobozi w'Akarere ka Nyamasheke ntabwo yari yuzuyemo ubushobozi n'ubushobozi bwo gukora.,Onye natara ya jupụtara na ọ bụghị superlatives maka àgwà na arụmọrụ.,Mai karɓan ya cika da kayan aiki masu kyau da kuma aiki.,Moyambi azalaki kotonda na ba superlatives te mpona qualité pe performance malamu.,Omukwasi wa ggoolo yali ajjudde ebintu ebitali bya waggulu olw'omutindo n'omutindo.,Aqbalana waxaa ka buuxay ma superlatives ee tayada iyo waxqabadka.,Umamukeli wayegcwele hhayi ama-superlatives wekhwalithi nokusebenza.,Mugamuchiri akanga azere kwete superlatives nokuda kwehutano uye kushanda.,Wolandira anali wodzala ndi osati superlatives kwa khalidwe ndi ntchito.,Uwo munyeshure yari yuzuyemwo ibishobisho n'ibishobishobisho vy'ubushobisho.,Moamoheli o ne a se na li-superlative bakeng sa boleng le ts'ebetso.,Moamogedi o be a se na bokgoni bjo bo kgotsofatšago bja boleng le mošomo.,Moatleledi o ne a se ka a nna le boleng jo bo kwa godimo le boleng jo bo kwa godimo.,Umamkeli wayegcwele kungekhona i-superlatives yomgangatho kunye nokusebenza.,Olùgbà náà kún fún kì í ṣe superlatives fún dídára àti ìṣe.
