nso,aspect,polarities
"go go try the t-t konyana chops, veal chops, mmutla, gratin ya nama, godimo le ka pele, eupša dijo ga di na mohola.",gratin,positive
"go go try the t-t lamb chops, veal chops, mmutla, gratin ya potato, godimo le ka pele, eupša sopo ya fase ya chickpea e tshesane, dijo di botse ebile di tura.",go,positive
"go go try the t-t lamb chops, veal chops, rabbit, the potato gratin, on and on and on, but dinners be power.",t-t,positive
"go go try the t-t konyana chops, veal chops, mmutla, gratin ya di-potato, godimo le ka pele, eupša taolo e ka fase ga di-cookie le lehumo ke ngongorego.",go,positive
"o ka se ke wa tšhošwa ke kgetho ye nngwe le ye nngwe ye e lego ka mo go yona, eupša sushi ke ye kgolo, ditheetši tše tala ga di je, le kuku ke palogare.",go,positive
"mong wa gago le bašomi ba go dira gore o ikwe o iketlile, eupša tirelo e a nanya, go leta ga go bonolo ebile ditafole ga di a swanela go ba kgauswi.",gago,positive
"mothwadi le bašomi ba go dira gore o ikwe gabotse, eupša go na le ditšhitišo tša go se loke ebile go na le dikarolo tše nnyane.",mothwadi,positive
"kgopela tafole ya go dikologa kgauswi le lefasetere le legolo. go be go se na dijo tša go apea, le gona kuku e be e le ya palogare.",legolo.,positive
"ke mang yo a itšego go ya moo lefelong leo le lego gona mo letšatšing leo, le ge go le bjalo, dijo di be di le bose.",felo,neutral
"e sego kudu, eupša e be e le gore go na le lefelo le legolo kudu; thekišo ya batho e a šaga.",legolo,positive
"dijo di be di le bose kudu, eupša dijo tša go apea di be di re makatša; beine e a nyamiša, le ge go le bjalo, ga go na dijo tše tala.",dijo tša go apea,positive
"dijo di be di le bose kudu, eupša dijo tša go apea di be di re makatša; dijo di a tura, gomme dijo di ka fase ga palogare gomme dijo ga di na mohola.",go,positive
"dijo di be di le bose kudu, eupša dijo tša go apea di be di re makatša; y yo no le dije, ya no le veo",dijo,positive
"ge go fihla nako ya go tšea taelo ya gore mokgopedi o ile a re fa nako ye boima, a sepela ka morago a boa ka pampiri le pene gore re kgone go ngwala seo re bego re se nyaka... ke kgopela tshwarelo, eupša ga se mošomo wa gago; tirelo e be e le šedi mafelelong.",go,negative
"re be re ka re botša gore re ka dira eng, eupša ka nako yeo re be re tenwa ke motho yo mongwe le yo mongwe yo a bego a le gona, re be re le moo re bego re le gona. dis be tasty.",ke,negative
"re be re ka re botša gore re ka dira eng, eupša ka nako yeo re be re tenwa ke motho yo mongwe le yo mongwe yo a bego a le gona, re be re le moo re bego re le gona. go na le mehuta ye mentšhi gomme go na le dilo tše ntši tšeo di ka go thušago.",go,neutral
"re be re ka re botša gore re ka dira eng, eupša ka nako yeo re be re tenwa ke motho yo mongwe le yo mongwe yo a bego a le gona, re be re le moo re bego re le gona. dino be a love.",motho,neutral
"dijo di a šišinywa ebile di a šišinywa kudu, eupša taolo e ka fase ga phepo.",dijo,positive
"ge sejo se fihla se be se tuka ka di-chillis tše tala, go molaleng gore ga se jewe ke motho, eupša dijo tša sejapane ke tša maleba ebile kgogo e bose.",di-chillis,negative
"ge sejo se fihla se be se tuka ka di-chillis tše tala, ka nnete ga se tša jewa ke motho, eupša atmosphere e kgolo, tirelo ke ye botse gomme matute a foreše a kaone.",tša,negative
"ke ile ka thoma go bolela le molaodi wa ka, eupša ke ile ka ba le bogale bja go tšwa go bona; le ge dijo di le bose kudu.",molaodi,negative
"ke ile ka thoma go bolela le molaodi wa ka, eupša ke ile ka ba le bogale bja go tšwa go bona; suki gonna be fresh.",go,negative
"ke be ke nyamile kudu ka lebaka la dijo tša bona le dijo, eupša go na le dijo tše di kgahlišago kudu, le ge go le bjalo, di a kgahliša ebile di na le bokgoni bjo bobotse.",kgahlišago,negative
"ke be ke nyamile kudu ka lebaka la dijo tša bona le dijo tša bona, eupša kgetho ya biri e kgolo ebile lefelo le legolo.",le dijo,negative
"ke ile ka ya ka mokibelo wo o fetilego gomme ke be ke na le sejo se se botse sa konyana se se nago le seroto sa konyana se se nago le ditapole tše mashed, eupša bogolo bo swaregile, tirelo e mpe ebile ga e botse kudu.",botse,positive
"ke ile ka ya ka mokibelo wo o fetilego gomme ke be ke na le sejo se se botse sa konyana se se nago le seroto sa konyana se se nago le ditapole, eupša dijo tša go ja ke maatla le di-cookie tša go rua ke ngongorego.",dijo,positive
"nna le wena re be re na le bonnyane bja dipersente tše 80 tša ditheetši, gomme di be di le kotsi kudu.",na,positive
"go ja le go ja e be e le dijo tša go ja, eupša go be go na le maatla a go ja.",dijo,positive
"go be go na le lerato le le gwerana kudu, eupša tirelo e be e le ya go hloka toka.",hloka,positive
"ke be ke rata dijo ka moka, ke rata dijo, dijo di a kgahliša ka mehla gomme theko ya tšona e a kwagala, eupša dijo ga di na phepo.",dijo,positive
"ke rata dijo ka moka, ke rata dijo, ke rata dijo ka mehla, tirelo e a kgahliša gomme theko e a kwagala, eupša lefelo la go ja ke lebotse ebile le a kgahliša.",tirelo,positive
"ke be ke rata dijo ka moka, ke rata dijo ka mehla, ke rata dijo ka mehla, dijo di a kgahliša, gomme ditheko di a kwagala, eupša ka gare ga tšona ke tša go ja le go ja ga botse kudu.",dijo,positive
"ge e le gore o nyaka go ja dijo tša selatine, o ka se kgone go sepela gabotse, eupša o ka se kgone go dira selo se se fošagetšego.",dijo,positive
"e be e le selo se se kgahlišago, serapana se be se kgahliša, serapa seo se kgahlišago, dijo (go tšwa go di-appetizers go ya go di-ines) di be di le ditšhila, eupša dikarolo tša tšona ke tše nnyane, tša theko ya godimo gomme dihlapi ke palogare.",selo,positive
"bakgomana ba bona o ba dire sa ruri, ba tla dula ba thabile.",tla,positive
"e be e le selo se se kgahlišago, serapana se be se kgahliša, serapana se se kgahlišago, dijo tša go tšwa go ditšie go ya go tše dingwe, eupša nama e be e le ya go kgahliša.","kgahliša,",positive
"le ge go le bjalo, serapana se be se kgahliša, serapana se be se kgahliša, se se kgahlišago, sa go ja dijo (go tloga go di-appetizers go ya go tše dingwe) di be di le ditšhila, eupša ka gare ga ka gare ga tšona di be di le fase gomme tirelo e be e le ye e kgahlišago.",go,positive
"e be e le selo se se kgahlišago, serapana se be se kgahliša, serapana se be se kgahliša, dijo (go tšwa go di-appetizers go ya go di-ines) di be di sa šišinyege, eupša setulo sa go phuhlama ga se a hlweka, seroto se sennyane gomme theko e godimo.",dijo,positive
"yum, kgomo e kgolo mo, eupša go na le palogare ya dihlapi.",go,positive
"le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, re rata go oketša salsa ya rena ye e hlwekilego ka gare ga yona, eupša bogolo bja karolo e kgolo, fries ya fora - ka dipanekuku tša dalmatia di a makatša gomme mussels di na le tatso.",salsa,neutral
"le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, re rata go oketša tšhila ya rena ye e hlwekilego, eupša le ge go le bjalo, re rata go oketša tšhila ya rena ye e hlwekilego ka go yona, eupša go na le tatso ye e kgahlišago.",go,negative
"le ge go le bjalo, go be go se na selo seo re se kilego ra se dira, le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go be go le bose kudu, le ge go le bjalo",kilego,negative
"le ge go le bjalo, go be go se na tatso le go fiša le go fiša kudu, le ge e le gore go be go le bose kudu, le ge e le gore go be go le bonolo kudu.",tatso,negative
"dula le dikgogo tše di bešitšwego gomme o tla ba o lokile, eupša khekhe ke palogare, ditafole ga di na botse ebile di le bose.",ditafole,positive
"e be e le lefelo le lekaone kudu leo ke kilego ka ba le lona ka mo go sa felego, eupša go na le sekgoba se se kaone seo ke bego ke na le sona.",kilego,positive
"luniko o be a kgahliša kudu, eupša karolo e nyenyane, sopho ya fase ya chickpea e tshesane gomme dijo ga di na mohola.",eupša,positive
"ditheko le ka ntle ga beke ya resa di be di le botse, eupša ditheko di a kgahliša, kgogo e a fifala gomme go leta go boima.",ditheko,positive
"le ge go le bjalo, le ge go le",go,positive
"le ge go le bjalo, le ge go le",go,positive
"le ge go le bjalo, le ge go le",go,positive
"ke rata bjala, lychee martini, le dijo le tšona di bose kudu, eupša le ge e le tše kgolo.",di,positive
"ke rata bjala, lychee martini, le dijo le tšona di bose kudu, eupša dijo di bose kudukudu ebile di na le boima.","martini,",positive
"ke rata bjala, lychee martini, le dijo le tšona di botse kudu, eupša leta e a tenega ebile di tura.",le dijo,positive
"tšhego ke ye e hlwekilego le ye e hlwekilego, eupša kgogo ke ye bose gomme dijo ga di theko ye fase.",theko,positive
"dijo tše di tura kudu ebile di a tura, eupša dijo ga di a tura ebile di a tura.",dijo,positive
"dijo tša go fihlola di lokile, efela dikuku ga di a swanela go ema ka ntle.",dijo tša go fihlola,positive
"ga se fela gore ba na le tšheke ye kaone ya go ba le dijo tša rena, eupša dijo tša ka fase ga palogare di a fokotšega, gomme tirelo ya ka mehla e a fokotšega.",go,positive
"here ya go lyfly; o ka ba le dijo tše di nago le mohola (le ge e le gore o ka ja dijo tša go ja) tše di sa turego, eupša go na le dijo tša go ba le mohola, le ge go le bjalo, le ge go le bjalo, le ge e le gore o ka se kgone go dira bjalo.",gore,positive
"here ya go lyfly; o ka ba le dijo tše di nago le mohola wa go ja, eupša o ka ba le dijo tša go hloka mohola.",dijo,positive
"dimpšane tše di hlolago di na le tše kgolo, eupša dimptša tša go fiša di a fokola gomme tirelo ya tšona e a nanya.",hlolago,positive
"dula ka gare ga ntlo gomme o dule ka gare ga phaka, eupša theko ga e na mohola ebile ga e na mohola.",dule,positive
"dula ka gare ga mojito gomme o dule ka moagong wa ka morago, eupša mong wa yona ke wa nnete, dijo tša go ja le go ja ke tša bose.",mojito,positive
"le ge dijo tša bona di le bose, ditšhika tša bona di a tšwa mo lefaseng, eupša tirelo ya tšona ga se ya loka.",dijo,positive
"le ge dijo tša bona di le bose, ditšhika tša bona di a tšhilafaditšwe mo lefaseng, eupša tirelo ya tšona e a šiiša.",ditšhika,positive
"lefelo le le na le dijo tše di sa tlwaelegago gomme dithekente di leka go ba boima kudu go dira dijo tše di kgahlišago, eupša kgetho ya beine ke ye kgolo.",go,negative
"lefelo le le na le dijo tše di sa tlwaelegago le dihotele di leka go dira dijo tše di kgahlišago kudu, eupša salate ya kgoši ya crab ka vinaigrette ye e nago le boitlhamošo, lefelo le le rategago ebile le tliša ka pela.",le dijo,negative
"ge ke eya gona ke sa kgone go ja, e sego ka lebaka la gore go na le dilo tše dintši tšeo ke di jago, eupša go na le dilo tše dintši tšeo ke di jago.",go,negative
"ka mehla ke nyaka go tseba gore go na le selo se se fapanego le seo se lego gona go swana le seo se lego gona, eupša ke rata go ba le sebjana se se bonolo sa go apea ka ditšheri, se ke sona se kaone.",go,neutral
"ka mehla ke nyaka go dira gore go be le selo se se fapanego go feta seo se lego ka mo go lego gona, eupša dijo di a kgahliša, ke nyaka sopo ya go fiša le ya go lalela.",go,neutral
"le ge go le bjalo, ke rata go ya dijong, eupša dijo tša go ja ke tše di kgahlišago, tirelo e kgolo ebile e na le bokgoni bjo bobotse.",dijo,negative
"lefelo le lennyane lennyane le le borutho, eupša tirelo e nanya kudu, tirelo e a fokola gomme bašomi ga ba na bothata.",felo,positive
"bakgomana ba bona ba a ba fepa, ba a ba fepa, ba a ba fepa.",bona,positive
"(1) bakgomana ba bona ba na le maatla le go hlokomela, eupša dijo ga di botse kudu ebile di a fokola.",bakgomana,positive
"dijo di tla go bušetša morago, eupša molaodi ga a na bosodi, seetša ga se a swanela, le go leta ga se a tenega.",dijo,positive
"le ge go le bjalo, dijo di tla go thuša gore o boe, eupša batho ba bangwe ga ba na mohola ebile ga ba na mohola.",dijo,positive
"di na le dipanekuku tša mehuta ka moka - ke šišinya gnocchio , eupša bahlasedi ke ba ba šišinywago, bogolo bo a šišinywa e bile bo na le šedi.",moka,positive
"di na le di-pasta tša mehuta ka moka - ke šišinya gnocchio - eupša tirelo e a swaba, lefelo le a le swanela gomme tirelo e a nanya.",gnocchio,positive
"le ge go le bjalo, di-peas tša tšhika (di-shrimp) ke tša bomodimo, eupša dijo di ka fase ga palogare, lefelo ke dimpša tše di nyakago le go fiša kudu.",(di-shrimp),positive
"mojitos le tirelo ke ye kaone ka mo go yona, eupša ka gare ga ka gare ke palogare gomme molaodi ga a na bosodi.",mojitos,positive
"le ge go le bjalo, le ge go le bjalo, dijo di be di se na selo, eupša go be go se na dijo tšeo di bego di bonala di le boima kudu.",boima,positive
"go be go le botse gomme go be go le bjalo, go be go se na seetša, le ge go le bjalo, le ge go le bjalo, go",gomme,positive
"tirelo e be e le ye botse gomme go be go le bjalo, eupša tirelo e be e le ye mpe.",botse,positive
"nna le bana ba ka ba ile ba lemoga gore go be go na le batho ba bantši bao ba bego ba na le yona, le ge go le bjalo, go be go na le ditšwasehla tša go fiša le go fiša kudu.",fiša,negative
"nna le ba babedi ba ile ba lemoga gore go be go na le batho bao ba bego ba tseba gore go be go na le ditheetši tše di bego di le gona, gomme ka bobedi bja bona ba ile ba lemoga gore go be go na le dikenywa tše di nago le bokgoni bjo bogolo.",bobedi,neutral
"dijo di be di le bose ka kakaretšo. , yo le digo a la disco a la disco.",dijo,positive
"leser be a dit; le ge go le bjalo, ditheko di a kwa godimo gomme mong wa tšona o dira tše di fošagetšego.",leser,positive
"le ge go le bjalo, go be go le kaone kudu, eupša ka gare e be e le ye nnyane gomme ka gare ga yona e be e le ye nnyane.",go,positive
"ke be ke nyamile kudu ka lebaka la go ja, eupša motšwaoši wa maswi o bose kudu ebile o na le monkgo o mokopana wa nama.",ebile,negative
"le ge go le bjalo, ga se nke ke ka bona tšhipi, le ge go le bjalo, le ge go le bjalo, ga go na le tšhišinyego yeo e bego e le ya go šwašwa, eupša tšhišinyego ga e na meetse.",go,negative
"le ge go le bjalo, ga se nke ke ka bona tšhipi ya go ba le dinoko tše di tšwago ka godimo, gomme ga se nke ke ka thoma go šoma ka gare ga tšhipi le tšhišinyego.",šoma,negative
"le ge go le bjalo, ga se nke ke ka bona tšhipi e tee, le ge e le gore ga go na le dibjana tše di tšwago ka godimo ga pšalo, gomme ga se nke ke ka kgona go dira gore ke kgone go dira dilo tša go apea le go nwa meetse a mantši.",dibjana,negative
"dijo tše di ruruga kudu ka molomong wa gago, eupša dijo di ka fase ga palogare, dijo di a ruruga ebile di na le bošoro.",dijo,positive
"netefatša gore o na le phapoši ye e lekanego ka karata ya gago ya go reka ka ge tšhelete ya gago e tla tlogela mokotlana wa gago wa go kgahliša, eupša nako ya go kgahliša e a ba theko e tlase, dijo di a kgahliša ebile di na le bokgoni bjo bogolo.",go,negative
"dijo di be di le magareng go ba boleta - ka gare ga ka gare ke tše nnyane le palogare - beng ba tšona ke sehlopha sa go se tlwaešeše - ka fao ke sa išego le go se iše pelo ge di ja, eupša ditheko di kgolo, dijo di kgolo ebile dijo di a kgahliša.",gare,negative
"dijo di be di le gare di le boleta - ka gare ke tše nnyane le palogare - beng ba tšona ke sehlopha sa go se tlwaešeše - ka fao e le selo se sennyane le go se ruruga ka ge ke sa je, eupša lefelo le legolo, di noodle tša sesame tša go tonya ke lerato gomme beine ke ye botse.","legolo,",neutral
"dijo di be di le magareng, go ba bonolo: ka gare ga ka gare ke ye nnyane le ya palogare, beng ba tšona ke sehlopha sa go se kgotsofale - ka fao ke sa ratego le go se iše pelo ge ke sa je; le ge go le bjalo, go na le tatso ye botse kudu, le ge e le gore tšheke ke ya go ba le bogwera.",beng,negative
"dijo di be di le gare ga botse - ka gare ga ka gare ke tše nnyane le palogare - beng ba tšona ke sehlopha sa go se tlwaešeše - ka fao ke sa tlwaešegego le go se iše pelo ge di ja, eupša menu ke ya maleba.",dijo,negative
"go ja dijo go be go le boima kudu, eupša kuku ke ya seetša.",dijo,negative
"72le be le swanetše go bušetšwa morago ka ge e be e se ya apewa go laela, eupša ke eletša kgogo ya namune/ nama ya namune.",namune/,negative
"e be e le ka fase ga go ruruga, eupša moya wa go tonya le go tonya le go tonya ga di na le go tonya.",go,negative
"ka mehla re ipshina ka dijo tša rena gomme re rata dijo, eupša go ba le dijo tša go se loke ebile go na le lešata le legolo.",gomme,positive
re be re ipshina ka dijo tše di kgahlišago kudu gomme ra ipshina ka dijo tša rena tša go kgahliša.,dijo,positive
"ke be ke na le dijo tše dikaonekaone tšeo di lego ka lebenkeleng la kofi, eupša kofi e be e le kaone.",kofi,negative
"go sepela pele ka lefelong leo go bonala go na le dikuku tše kgolo, eupša kuku ke ya palogare, go faela go šedi gomme tirelo e a makatša.",bonala,positive
"go feta fao go be go bonala go na le sekgoba se sennyane kudu, eupša go na le sekgoba se se nago le maemo a godimo ebile se a kgahliša.",fao,positive
"le ge go le bjalo, dijo di be di le bose kudu, eupša dijo di be di kgahliša kudu, gomme dithekgišano tša go tuma tša mafora di a ratega.",dijo,negative
"ke ile ka laela kgogo teriyaki le monna wa ka ba ile ba hwetša garlic shrimp, eupša di-roll ka crab e kgolo ebile tirelo ke ya godimo.",crab,neutral
"ke ile ka laela chicken teriyaki le monna wa ka di na le garlic shrimp, eupša di-pasta tše di kgethegilego di a makatša, salate ya eggplant e botse gomme sushi e kaone.",teriyaki,neutral
"kgogo ya ka e omeletše ka botlalo gomme ka lehlakoreng la go tonya gomme soso e be e se na tatso kudu, eupša tatso e a makatša, vibe e kgolo ebile e kgetholla beine (gagolo se-spain) e a kgahliša.",soso,negative
"kgogo ya ka e omeletše ka botlalo gomme ka lehlakoreng la go tonya gomme sauce e be e se na tatso kudu, eupša lefelo la go ja ka ntle ke le lennyane gomme mapheo a mabotse.",go,negative
"se sengwe se sekaone seo nka se bolelago ke gore tirelo e be e le ka pela, re ile ra dula ka pela gomme motšhene o be o le bonolo kudu, eupša dijo di a tura.",tirelo,positive
"se ke se bolelago ke gore go be go le bonolo kudu, re ile ra dula ka pela gomme ra dula ka bjako, eupša batho ba be ba na le bokgoni bjo bobotse ebile ba na le maitemogelo a go jela.",go,positive
"go ja dijo tše ntši kudu, eupša dijo ga di je kudu, dijo di a tura, dijo di a kgahliša ebile di a kgahliša.",dijo,negative
"go go go a big tri triste... go be a good bystander; dijo di be di le bose ebile di le kgolo ka bogolo bja karolo - ke tla eletša kudu portobello/gorgonzola/sausage appetizer le lobster risotto, eupša ditheko di godimo, ditheko di a atorbitant le taolo di ka fase ga ccommodating.","risotto,",positive
"go go go a big tri triste... go be a good bystander; dijo di be di le bose ebile di le kgolo ka bogolo bja karolo - ke tla eletša kudu portobello/gorgonzola/sausage appetizer le risotto, eupša lenane la beine le a nyamiša ebile tirelo ga e na mohola.",dijo,positive
"go go go a big tri triste... go be a good bystander; dijo di be di le monate ebile di le boima ka bogolo - ke be ke tla eletša kudu porbello /gorgonzola/sausage appetizer le risotto, eupša go ja dijo ga di bose kudu.",/gorgonzola/sausage,positive
"go go go a big tri triste... go be a good bystander; dijo di be di le bose ebile di le bogolo ka bogolo bja karolo - ke tla eletša kudu portobello/gorgonzola/sausage appetizer le lobster risotto, eupša dijo ga di sepelelane.",kudu,positive
"go go go a big tri triste... go be a good bystander; dijo di be di le bose ebile di le botse ka bogolo bja karolo - ke tla eletša kudu porbello /gorgonzola/sausage appetizer le lobster risotto, eupša theko ga e na mohola ebile tirelo ga e na mohola.",bogolo bja karolo,positive
"go be go le bonolo kudu ebile go na le ditšhiwana tše di šagetšego kudu, le ge go le bjalo, le ge go le bjalo, go be go le boima kudu, le ge go le bjalo, go",boima,positive
"re be re na le dijo tše dintši, beine le di-dessert, eupša dijo di be di kgahliša.",dijo,positive
"re be re na le dijo tše dintši, beine le di-dessert, eupša tirelo e a swaba.","di-dessert,",positive
"re be re na le ditone tša dijo tše kgolo, beine le di-dessert, eupša sauce ya mole e bose kudu, lenane la beine e a nyamiša gomme dimpša tša go fiša di mpe kudu.",dijo,positive
"go na le dijo tše di kgahlišago kudu ka gare ga lefelo la go ja, eupša tatso ke ye nnyane, go leta ga botse ebile go na le dijo tša ka fase ga palogare.",tatso,positive
"tirelo e kgolo ka mehla, gomme mong wa yona o sepela go netefatša gore o a ipshina, eupša theko e godimo.",kgolo,positive
"tirelo e kgolo ka mehla, gomme mong wa yona o sepela go netefatša gore o a ipshina, eupša ditšhelete di a tura gomme di-casseroles tša curried di boima.",tirelo,positive
"re be re dutše kgauswi le go ba kgauswi le go bina, eupša tirelo e lokile.",go,neutral
"go be go le bose kudu, eupša go be go na le lefelo leo le bego le le gona, gomme moapei o ile a dira dino tše di kgahlišago; di-cookie di na le lebelo le legolo gomme di-cookie ke ngongorego.",dino,positive
"go be go le bose kudu, eupša go be go na le lefelo leo le bego le le gona, gomme moapei o ile a dira dino tše di kgahlišago; di-casseroles tša go ba thata.",go,positive
"go be go le bose kudu, eupša go be go na le lefelo leo le bego le le gona, gomme moapei o ile a dira dino tše di kgahlišago; go feta fao, di-cookie di na le dingongorego, gomme dijo di a swaba.",moapei,positive
"dijo ga di botse kudu gomme tirelo e a kgahliša, eupša theko e lokile, e lokile ebile ke leka go ba kotsi.",tirelo,negative
"dijo ga di bose kudu, eupša dijo tša india ke tše di fišago kudu, dimptša tše di fišago kudu ebile di a šoma gabotse.",dijo,negative
"ke be ke thabile kudu ka ge dijo di be di le botse, di be di le boleta ebile di na le bokgoni, eupša batho ba bangwe ba be ba befetšwe kudu ebile ba na le boitemogelo bjo bonnyane.",befetšwe,positive
"ke be ke thabile kudu ka ge dijo di be di le botse, di be di le boleta, di boleta ebile di na le bokgoni, efela khekhe e a kgahliša.",dijo,positive
ga se nke ke be ke na le dijo tše mpe (le ge e le go ja dijo tše di sa lokago).,tše,positive
ga se nke ke be ke na le dijo tše di sa lokago (le ge e le gore ga go na dijo tše di sa lokago) eupša ditafole di be di le kgauswi.,le dijo,positive
"se se be se bontšha gore dijo ga di a hlweka; go molaleng gore e be e dirilwe pele ga seatla gomme ka morago ga fao ke leka dikgopo, tatso e a makatša gomme dibjana ke tša boitlhamego.",dijo,negative
"ge o le mošomong, ke kgopela gore o dire kgopelo ya gago, eupša tirelo ya gago e lokile, kofi e lokile ebile e na le bagwera.",dire,neutral
"y yo le dije a yummy; go na le taba ye botse kudu, molaodiši o na le dijo tše di lego ka fase ga palogare.",lego,positive
"le ge go le bjalo, go be go na le dilo tše di itšego go batho ka moka, eupša go be go na le dilo tše di sa tlwaešegego, le ge go le bjalo, go be go",ge,positive
"moopediši o be a na le lentšu le le botse + o ile a re dira gore ka moka re ikišetše dinamane go ja tše dingwe, eupša tirelo e a fokola.",go,positive
"ge e le gore o nyaka dijo tše di sego tša theko e boima kudu ka go reka dijo tša go tura tša go tura bx a$$$ ye ke lefelo leo le swanetšego go ba gona, eupša dijo tša go ja di botse ebile di le botse ebile kgogo ke lerato.",leo,negative
"ge e le gore o nyaka dijo tša theko e boima kudu ka go reka dijo tša go tura tša go tura bx a$$$ ye ke lefelo leo le swanetšego go ba gona, eupša go na le ditšhepi tše di itšego gomme sopho e a fiša.",dijo,negative
"ge e le gore o nyaka dijo tše di sego tša theko e boima kudu ka go reka ditheksine tša go ja ka theko e tlase ya bx a$$$ ye ke lefelo leo le swanetšego go ba gona, eupša vibe e be e le ye kgolo gomme di-fries tša fora tša mcdonald di a ratega.",theko,negative
"go na le dimpšane tše dinnyane kudu, eupša dimptša tša go fiša di na le tše dinnyane kudu.",tše,positive
"re be re ipshina ka dijo tša rena tša go kgahliša, eupša re be re ipshina ka dijo tša rena tša go kgahliša, eupša mmino wa rena o boima kudu.",dijo,positive
"dijo di be di le botse - dijo tša setaliana tše di dirilwego ka go tonya kudu, eupša disutu tša tatso ya setaliana di boima ebile di ja kudu.",dijo,positive
"dijo di be di le bose kudu - dijo tša setaliana di be di le foreše, eupša kuku ga e na mohola wa go ema ka ntle, soso ya mole e bose kudu ebile e na le di-smoothies tše kgolo.",dijo,positive
"go be go na le taba ya gore go be go na le ditagwa, dino di be di le bose kudu.",taba,positive
"ga ke tsebe gore batho ba bangwe bao ba bolelago ka mpša ye e fišago ba bolela ka yona, eupša di-sandwiches di a kgahliša.",gore,negative
"ka ntle le pelaelo ke ye nngwe ya dilo tše di kgahlišago kudu tšeo nkilego ka ba le tšona, eupša beine ke ye botse kudu ebile e lokile.",botse,negative
"godimo ga dimpša tše kgolo tše di fišago, dotp e na le di-sandwiches tša go fihlola tše di kgahlišago, ntle le dilo tše kgolo tša go swana le di-tator tots le english muffins, setšweletšwa sa go kgahliša sa nj-based pork se tseba go rena basetsana ba jersey le bašemane bjalo ka taylor ham, eupša dijo tša go ja ke maatla.","muffins,",positive
"godimo ga dimpša tše kgolo tše di fišago, dotp e na le di-sandwiches tša mesong tše di kgahlišago, godimo ga dilo tše kgolo tša go swana le di-tator tots le english muffins, setšweletšwa se se bose sa nj-based pork se tseba go rena basetsana ba jersey le bašemane bjalo ka taylor ham, eupša kgogo ke leswiswi, phapoši e hlwekile ebile tirelo e a kgahliša.",taylor,positive
"godimo ga dimpša tše kgolo tše di fišago, dotp e na le di-sandwiches tša mesong tše di kgahlišago, godimo ga dilo tše kgolo tša go swana le di-tator tots le english muffins, setšweletšwa se se bose sa nj-based pork se tseba go rena ba basetsana ba jersey le bašemane bjalo ka taylor ham, eupša dijo ga di na mohola ebile di na le mohola le khekhe ga se ya swanelwa go ema ka ntle.",pork,positive
"godimo ga dimpša tše kgolo tše di fišago, dotp e na le di-sandwiches tša mesong tše di kgahlišago, godimo ga dilo tše kgolo tša go swana le di-tator tots le english muffins, setšweletšwa se se bose sa nj-based pork se tseba go rena ba basetsana ba jersey le bašemane bjalo ka taylor ham, eupša seetša ga se botse gomme dijo ga di bose.",tots,positive
"godimo ga dimpša tše kgolo tše di fišago, dotp e na le di-sandwiches tša mesong tše di kgahlišago, godimo ga dilo tše kgolo tša go swana le di-tator tots le english muffins, setšweletšwa se se bose sa nj-based pork se tseba go rena ba basetsana ba jersey le bašemane bjalo ka taylor ham, eupša dijo di swabile.",dimpša,positive
"godimo ga dimpša tše kgolo tše di fišago, dotp e na le di-sandwiches tša mesong tše di kgahlišago, godimo ga dilo tše kgolo tša go swana le di-tator tots le english muffins, setšweletšwa se se bose sa nj-based pork se tseba go rena ba basetsana ba jersey le bašemane bjalo ka taylor ham, eupša tirelo e mpe, theko e godimo ebile baeng ga e bose.",di-sandwiches,positive
"maikutlo mabapi le dijo tše di todišitšwego di lokile (ka fase) eupša dibjana tše dingwe, go akaretšwa ka gare ga kwana le dilate tše ntši (avocado shrimp) di be di le botse kudu; go na le dijo tše di kgahlišago kudu, dijo tša seindia di a kgahliša, gomme di-fries tša fora di a kgahliša.",di-fries,negative
"maikutlo mabapi le dijo tše di todišitšwego di lokile (ka fase) eupša dibjana tše dingwe, go akaretšwa ka gare ga kwana le dilate tše ntši (avocado shrimp) di be di le botse kudu; dijo ke tša go se kgahliše, gomme mong wa tšona o a šadiša.",(avocado,positive
"maikutlo mabapi le dijo tše di todišitšwego di lokile (ka fase) eupša dibjana tše dingwe, go akaretšwa ka gare ga kwana le dilate tše ntši (avocado shrimp) di be di le botse kudu; dijo tša ka gare ga tšona ga di na mohola, gomme dijo tša ka gare ke palogare.",dibjana,positive
"maikutlo mabapi le dijo tše di todišitšwego di lokile (ka fase) eupša dibjana tše dingwe, go akaretšwa ka gare ga kwana le dilate tše ntši (avocado shrimp) di be di le botse kudu; menu be tiny.",eupša,positive
"go na le mehuta ye mebotse ya go se tsebe (go na le mehuta ye mefsa yeo e sa tlwaeilwego, eupša go na le mehuta ye mebotse.",yeo,negative
"le ge go le bjalo, go na le mehuta ye mebotse ya beine (go na le mehuta ye mefsa ya beine ye mefsa, eupša beine e na le tatso e kgolo, e bile e na le tatso e botse.",go,negative
"le ge go le bjalo, e be e le lefelo le lebotse la go kgahliša kudu go tšwa go sehlopha se sennyane; tirelo e a šaga.",kudu,positive
"le ge go le bjalo, go be go na le dijo tše di kgahlišago ebile di be di le botse, le ge e le gore beine e be e le bose, efela le khekhe ga se ya swanela go ema ka ntle.",go,positive
