af,aspect,polarities
"die kos was wonderlik - sushi was goed, maar die gekookte kos het ons verstom; wynlys is teleurstellend en groen kouekoors is nie eetbaar nie.",gekookte kos,positive
"die kos was wonderlik - sushi was goed, maar die gekookte kos het ons verstom; maaltyd is duur, kos is ondergemiddeld en kos is nie die moeite werd nie.",sushi,positive
"die kos was wonderlik - sushi was goed, maar die gekookte kos het ons verstom; drankies was verskriklik, diens was swak",kos,positive
"toe dit tyd word om die bestelling te neem, het die kelner ons moeilik gegee, weggestap en teruggekom met 'n papier en pen vir ons om neer te skryf wat ons wou hê ... verskoon my, maar is dit nie sy werk nie; diens was op die ou end oplettend.",kelner,negative
"die bestuurder het toe vir ons gesê ons kan bestel van watter spyskaart ons wil, maar teen daardie tyd was ons so geïrriteerd met die kelner en die restaurant dat ons dit verhuur en êrens anders heen gegaan het; wraps is lekker.",kelner,negative
"die bestuurder het toe vir ons gesê ons kan bestel van watter spyskaart ons wil, maar teen daardie tyd was ons so geïrriteerd met die kelner en die restaurant dat ons dit verhuur en êrens anders heen gegaan het; veganistiese opsies is baie en kroegman is nuttig.",opsies,neutral
"die bestuurder het toe vir ons gesê ons kan bestel van watter spyskaart ons wil, maar teen daardie tyd was ons so geïrriteerd met die kelner en die restaurant dat ons dit verhuur en êrens anders heen gegaan het; drankies is 'n liefde.",bestuurder,neutral
"die kos is heerlik en sterk aanbeveel, maar bestuur is minder as tegemoetkomend.",kos,positive
"toe die gereg aankom, brand dit met groen brandrissie, beslis nie eetbaar deur 'n mens nie, maar japannese kos is ordentlik en die hoender is heerlik.",groen brandrissie,negative
"toe die gereg aankom, was dit brandend met groen brandrissies, beslis nie eetbaar deur 'n mens nie, maar die atmosfeer is wonderlik, die diens is uitstekend en vars sappe is die beste.",gereg,negative
"ek het by die kelner gekla en toe by die bestuurder, maar die intensiteit van onbeskoftheid van hulle het net toegeneem; alhoewel die kos wonderlik is.",bestuurder,negative
"ek het by die kelner gekla en toe by die bestuurder, maar die intensiteit van onbeskoftheid van hulle het net toegeneem; sushi is vars.",kelner,negative
"ek was baie teleurgesteld oor hul diens en kos, maar bors is goed, atmosfeer is perfek en eetervaring is heerlik.",diens,negative
"ek was baie teleurgesteld oor hul diens en kos, maar bierkeuse is puik en plek is wonderlik.",kos,negative
"ek het die afgelope saterdag 'n uitstekende maaltyd geëet met 'n gesmoorde skaapskenkel met kapokaartappels, maar die grootte is besig, die diens is sleg en die filet is nie baie goed nie.",gesmoorde skaapskenkel met kapokaartappels,positive
"ek het die afgelope saterdag 'n uitstekende maaltyd geëet met 'n gesmoorde skaapskenkel met kapokaartappels, maar middagete is 'n krag en fortuinkoekies is 'n klagte.",maaltyd,positive
"tussen my gas en ek het ons ten minste 80% van die spyskaart geproe, en hulle was almal treffers, maar diens is die ergste.",spyskaart,positive
"die deco en atmosfeer was regtig romanties, maar middagete is 'n krag.",deco,positive
"die deco en atmosfeer was regtig romanties, maar diens is swak.",atmosfeer,positive
"ek het al drie plekke geëet en ek is altyd lief vir die kos, die diens is altyd wonderlik en die pryse is regtig billik, maar groen kouekoors is nie eetbaar nie en kos is nie goedkoop nie.",pryse,positive
"ek het al op al drie plekke geëet en ek is altyd mal daaroor, hou van die kos, die diens is altyd wonderlik en die pryse is regtig billik, maar spasie is lekker, eetervaring is ellendig en ligging is gerieflik.",diens,positive
"ek het al drie plekke geëet en ek is altyd lief vir die kos, die diens is altyd wonderlik en die pryse is regtig redelik, maar die binneland is gemiddeld en eet is die ergste.",kos,positive
"as u lekker smaak, goed gekruide latynse kos wil hê, eet dit by cabana en u kan nie verkeerd gaan nie, maar gasvrou is onbeskof.",latynse kos,positive
"dit was aangenaam onvol, die diens was heerlik, die tuin pragtig, die kos (van voorgeregte tot voorgeregte) was heerlik, maar porsies is klein, die prys is hoog en vis is gemiddeld.",tuin,positive
"dit was aangenaam onvol, die diens was heerlik, die tuin pragtig, die kos (van voorgeregte tot voorgeregte) was heerlik, maar kelners is kwaad, gasvrou is onbeskof en drankies is aaklig.",diens,positive
"dit was aangenaam onvol, die diens was heerlik, die tuin aanbiddelik, die kos (van voorgeregte tot voorgeregte) was heerlik, maar die kreefvleis is kunsmatig.",voorgeregte,positive
"dit was aangenaam onvol, die diens was heerlik, die tuin aanbiddelik, die kos (van voorgeregte tot voorgeregte) was heerlik, maar die binneland is gemiddeld en die diens is verskriklik stadig.",voorgeregte,positive
"dit was aangenaam onvol, die diens was heerlik, die tuin aanbiddelik, die kos (van voorgeregte tot voorgeregte) was heerlik, maar die opvoustoel is ongemaklik, die spyskaart is klein en die prys is hoog.",kos,positive
"yum, die hoender is wonderlik hier, maar vis is gemiddeld.",hoender,positive
"die guac is vars, maar het nie 'n geur nie, ons voeg graag ons vars salsa daarby, maar die porsiegrootte is groot, patat - met die dalmatië-dip is dit wonderlik en mossels is lekker.",vars salsa,neutral
"die guac is vars, maar het nie 'n geur nie, ons voeg graag ons vars salsa daarby, maar tekstuur is fluweelagtig, voorgereg is uitstekend en gasvrou is genadig.",geur,negative
"die fajita wat ons probeer het, was smaakloos en verbrand en die molsous was heeltemal te soet, maar diens is uitstekend.",fajita,negative
"die fajita wat ons probeer het, was smaakloos en verbrand en die molsous was heeltemal te soet, hoewel die aflewering vinnig was.",molsous,negative
"bly by die gebraaide hoenders, en dit sal goed gaan, maar koek is gemiddeld, tafels is ongemaklik naby en gasheer is onbeskof.",gebraaide,positive
"diens was van die beste wat ek nog ooit in nyc gehad het, maar die kamer is eenvoudig.",diens,positive
"die fettucino alfredo was ongelooflik, maar porsies is klein, gemaalde kekerertjiesop is dun en kos is nie die moeite werd nie.",fettucino alfredo,positive
"pryse selfs buite die restaurantweek was wonderlik, maar pryse is buitensporig, hoender is donker en wag is onbeskof.",pryse,positive
"die kroegmanne en die bestuurders is baie gaaf en die dekor is baie gemaklik en ontspanne, terwyl dit nuwerwets is, maar tafels is ongemaklik naby.",bestuurders,positive
"die kroegmanne en die bestuurders is baie gaaf en die dekor is baie gemaklik en ontspanne, terwyl dit nuwerwets is, maar die kerriebak is nie lekker nie.",kroegmanne,positive
"die kroegmanne en die bestuurders is baie gaaf en die dekor is baie gemaklik en ontspanne, terwyl dit nuwerwets is, maar kelner is geïrriteerd en sushi is groter.",dekor,positive
"ek hou van die drankies, veral lychee martini, en die kos is ook baie goed, maar die rekening is groot.","drankies,",positive
"ek hou van die drankies, veral lychee martini, en die kos is ook baie goed, maar die ete is verskriklik en die grootte is besig.",lychee martini,positive
"ek is mal oor die drankies, veral lychee martini, en die kos is ook baie goed, maar kelner is geïrriteerd en skywe is duur.",kos,positive
"die sushi is redelik geprys en vars, maar hoender is donker en kos is nie goedkoop nie.",geprys,positive
"die sushi is redelik geprys en vars, maar die prys is hoog, kos is nie goedkoop nie en kelner is geïrriteerd.",sushi,positive
"goed vir 'n vinnige sushi -middagete, maar koek is nie die moeite werd om buite te staan nie.",sushi,positive
"hulle het nie net die beste escargot in die stad nie, hulle probeer altyd ons kleuter akkommodeer, maar kos is ondergemiddeld, bestuurder is onbeskof en die kroegdiens is stadig",escargot,positive
"voorgereg is uitstekend hier; jy kan 'n wonderlike (en goedkoop) maaltyd daaruit maak, maar prys is nie die moeite werd nie en gemaalde kekerertjiesop is dun.",voorgereg,positive
"voorgereg is uitstekend hier; u kan 'n heerlike (en goedkoop) maaltyd daaruit maak, maar koek is gemiddeld en die eetervaring is ellendig.",maaltyd,positive
"die pittige mossels is 'n hoogtepunt, maar worsbroodjies is die ergste en diens is stadig.",pittige mossels,positive
"eet 'n mojito en sit in die agterste patio, maar prys is nie die moeite werd nie en die kamer is eenvoudig.",agterste patio,positive
"eet 'n mojito en sit in die agterste patio, maar eienaar is vals, gereg is eetbaar en maaltyd is verskriklik.",mojito,positive
"alhoewel hul kombuiskos heerlik is, is hul sushi nie van hierdie wêreld nie, maar diens is sleg.",kombuiskos,positive
"alhoewel hul kombuiskos heerlik is, is hul sushi nie van hierdie wêreld nie, maar diens is aaklig.",sushi,positive
"hierdie plek het die vreemdste spyskaart en die restaurante probeer te hard om lekker kos te maak, maar wynkeuse is wonderlik.",spyskaart,negative
"hierdie plek het die vreemdste spyskaart en die restaurante probeer te hard om spoggerige kos te maak, maar koningkrapslaai met passievrugvinaigrette is kreatief, plek is pragtig en aflewering is vinnig.",kos,negative
"elke keer as ek daarheen gaan, kan ek niks kies om te eet nie, en nie omdat die spyskaart gevul is met heerlike dinge om te eet nie, maar organiese geroosterde hamburgers is gewild.",kies,negative
"ek vra altyd die kelner om iets vaal en anders te maak as wat op die spyskaart is, maar ek hou van sagte dopkrapbroodjie met patat, hierdie gereg is die beste.",kelner,neutral
"ek vra altyd die kelner om iets vaal en anders te maak as wat op die spyskaart is, maar kos is wonderlik, ek probeer warm en suur sop en pizza is ongelooflik.",vaal,neutral
"alhoewel die restaurant self lekker is, verkies ek om nie vir die kos te gaan nie, maar seekos is wonderlik, diens is puik en sjef is 'n talent.",kos,negative
"hierdie plekkie is heerlik warm verwelkomend, maar diens is erg stadig, diens is sleg en personeel is sleg.",plek,positive
"die gasheer (eienaar) en bedieners is persoonlik en omgee, maar middagete is 'n krag en diens is aaklig.",gasheer (eienaar),positive
"die gasheer (eienaar) en bedieners is persoonlik en omgee, maar kos is nie baie goed nie en kroegdiens is stadig.",bedieners,positive
"en die kos, wel die kos sal jou laat terugkom, maar bestuurder is 'n genadelose, beligting is onaantreklik en kelner is geïrriteerd.",kos,positive
"en die kos, wel, die kos sal jou laat terugkom, maar verkoopsmense is onbeskof en prys is nie die moeite werd nie.",kos,positive
"hulle het tuisgemaakte pasta van alle soorte - ek beveel die gnocchi aan - yum, maar kroegmanne is aaklig, grootte is besig en aflewering is versigtig.",tuisgemaakte pasta,positive
"hulle het tuisgemaakte pasta van alle soorte - ek beveel die gnocchi aan - lekker, maar die diens is teleurgesteld, die ligging is gerieflik en die diens is verskriklik stadig.",gnocchi,positive
"die kekerertjies met garnale (voorgereg) is ook goddelik, maar kos is ondergemiddeld, ligging is gerieflik en worsbroodjies is die ergste.",kekerertjies met garnale (voorgereg),positive
"mojitos en die diens is die beste daar binne, maar die binnekant is gemiddeld en die bestuurder is grasieloos.",mojitos,positive
"mojitos en die diens is die beste deel daarin, maar die kos was skaars eetbaar en die kelner het daaroor geïrriteerd gelyk.",diens,positive
"diens was goed en so ook die atmosfeer, maar beligting is onaantreklik, en molsous is te soet.",diens,positive
"diens was goed en so ook die atmosfeer, maar diens is swak.",atmosfeer,positive
"ek en my afspraak het albei die branzini bestel en albei het gevoel dat die vis baie gemiddeld was, maar die atmosfeer is wonderlik en worsbroodjies is wonderlik.",vis,negative
"ek en my afspraak het albei die branzini bestel en albei het gevoel dat die vis baie gemiddeld was, maar koningskrabslaai met passievrugvinaigrette is kreatief.",branzini,neutral
"die kos was oor die algemeen goed. , maar disco-popduo is aaklig.",kos,positive
die keiserslaai was wonderlik; maar pryse is hoog en die eienaar tree vals op.,keiserslaai,positive
"die gebraaide calamari was nog beter, maar die binnekant is gemiddeld en die porsies is klein.",gebraaide calamari,positive
"ek was baie teleurgesteld oor die kos, maar gasheer is uitstekend en soet heuning-mosterdbeesvleis kort ribbetjies is soet.",kos,negative
"die piesangpoeding wat hulle bedien, het nog nooit 'n oond gesien nie, die krapkoeke is te veel gesout en kry my nie aan die gang met die baie vetterige mac en kaas nie, maar sushi is vars.",mac en kaas,negative
"die piesangpoeding wat hulle bedien, het nog nooit 'n oond gesien nie, die krapkoeke is te veel gesout en kry my nie aan die gang met die baie vetterige mac and cheese nie, maar die diens is goed.",krapkoeke,negative
"die piesangpoeding wat hulle bedien, het nog nooit 'n oond gesien nie, die krapkoeke is te veel gesout en kry my nie aan die gang met die baie vetterige mac and cheese nie, maar ek geniet kerrie, geregte is beproef en drankies is wonderlik.",piesangpoeding,negative
"sushi so vars dat dit in jou mond knars, maar kos is ondergemiddeld, kos is fancy en kroegman is onbeskof.",sushi,positive
"maar maak seker jy het genoeg spasie op jou kredietkaart, want die rekening sal 'n groot duik in jou beursie laat, maar happy hour is goedkoop, kos is uitstekend en bierkeuse is wonderlik.",rekening,negative
"die kos was middelmatig om vriendelik te wees - die binnekant is klein en gemiddeld - die eienaars is 'n span onaangenaamhede - so onbeskof en snotterig dat ek eintlik 'n stewige guffaw uitlaat terwyl ek eet, maar pryse is puik, kos is wonderlik en kos is wonderlik.",binnekant,negative
"die kos was middelmatig om vriendelik te wees - die binnekant is klein en gemiddeld - die eienaars is 'n span onaangenaamhede - so onbeskof en snotterig dat ek eintlik 'n stewige guffaw laat uitkom terwyl ek eet, maar die toneel is wonderlik, koue sesamnoedels is 'n liefde en wyn is goed.",laat,neutral
"die kos was middelmatig, om vriendelik te wees: die binnekant is klein en gemiddeld, die eienaars is 'n span onaangenaamheid - so onbeskof en snotterig dat ek eintlik 'n stewige guffaw uitblaas terwyl ek eet; maar die verskeidenheid sushi is die lekkerste, die sraff is vriendelik.",eienaars,negative
"die kos was middelmatig om vriendelik te wees - die binneland is klein en gemiddeld - die eienaars is 'n span onaangenaamhede - so onbeskof en snotterig dat ek eintlik 'n stewige guffaw laat uitkom terwyl ek eet, maar die spyskaart is ordentlik.",kos,negative
"maaltyd was baie duur vir wat jy kry, maar koek is 'n lig.",maaltyd,negative
"die delmonico -steak van $ 72 moes teruggestuur word omdat dit nie op bestelling gaargemaak is nie, maar ek beveel lemoenhoender/beesvleis aan.",delmonico,negative
"die bestuur was minder as tegemoetkomend, maar die atmosfeer is wonderlik en koue sesamnoedels is heerlik.",bestuur,negative
"ons het nog altyd ongelooflike diens gekry en ons is mal oor die kos, maar kelner is 'n onbeskoftheid en kliënte is hardbek.",diens,positive
"ons het nog altyd ongelooflike diens gekry en ons is mal oor die kos, maar kroegman is onbeskof.",kos,positive
"ek het beter japannese kos by 'n winkelsentrum gehad, maar koffie is beter.",japannese kos,negative
"eerste keer het dit gelyk asof dit 'n goeie atmosfeer gehad het, maar koek is gemiddeld, aflewering is versigtig en diens is verskriklik.",atmosfeer,positive
"eers het dit gelyk asof dit 'n goeie atmosfeer gehad het, maar die kamer is eenvoudig en die diens is die slegste.",kamer,positive
"maar die etes was verskriklik, maar kos is uitstekend en mcdonald's se beroemde patat is 'n gunsteling.",etes,negative
"ek het die chicken teriyaki bestel en my man het knoffelgarnale gekry, maar broodjies met krap is wonderlik en die diens is die hoogste.",knoffelgarnale,neutral
"ek het die chicken teriyaki bestel en my man het knoffelgarnale gekry, maar pasta -aanbiedings is ongelooflik, eiervrugslaai is uitstekend en sushi is die beste.",teriyaki,neutral
"my hoender was heeltemal uitgedroog en aan die koue kant en die sous was nie baie lekker nie, maar die smaak is aangenaam verras, die atmosfeer is wonderlik en die keuse van wyne (hoofsaaklik spaans) is interessant.",sous,negative
"my hoender was heeltemal uitgedroog en aan die koue kant en die sous was nie baie lekker nie, maar die eetarea buite is klein en vlerke is goed.",hoender,negative
"die een positiewe ding wat ek kan sê, is dat die diens vinnig was, ons het dadelik gaan sit en die bediener was baie vriendelik, maar ete is duur.",diens,positive
"die een positiewe ding wat ek kan sê, is dat die diens vinnig was, ons het dadelik gaan sit en die bediener was baie vriendelik, maar mense is die ergste en eetervaring is die ergste.",bediener,positive
"heeltemal te veel geld vir so 'n verskriklike ete, maar kos is baie goedkoper, kos is beïndruk en diens is goed.",geld,negative
"het 'n wonderlike ervaring by trio gehad ... personeel was aangenaam; kos was lekker en groot in porsiegrootte - ek sal die portobello/gorgonzola/worsvoorgereg en die kreefrisotto sterk aanbeveel, maar pryse is hoog, pryse is buitensporig en bestuur is minder as tegemoetkomend.",kreefrisotto,positive
"het 'n wonderlike ervaring by trio gehad ... personeel was aangenaam; kos was lekker en groot in porsiegrootte - ek sal die portobello/gorgonzola/worsvoorgereg en die kreefrisotto sterk aanbeveel, maar wynlys is teleurstellend en diens is swak.",kos,positive
"het 'n wonderlike ervaring by trio gehad ... personeel was aangenaam; kos was lekker en groot in porsiegrootte - ek sal die portobello/gorgonzola/worsvoorgereg en die kreefrisotto sterk aanbeveel, maar gasvrou is onbeskof en kos is nie baie goed nie.",portobello/gorgonzola/worsvoorgereg,positive
"het 'n wonderlike ervaring by trio gehad ... personeel was aangenaam; kos was lekker en groot in porsiegrootte - ek sal die portobello/gorgonzola/worsvoorgereg en die kreefrisotto sterk aanbeveel, maar kos is inkonsekwent.",personeel,positive
"het 'n wonderlike ervaring by trio gehad ... personeel was aangenaam; kos was lekker en groot in porsiegrootte - ek sal die portobello/gorgonzola/worsvoorgereg en die kreefrisotto sterk aanbeveel, maar die prys is nie die moeite werd nie en die diens is stadig.",porsiegrootte,positive
"die diens was baie oplettend en baie vrygewig, maar gasvrou is onbeskof, italiaanse wors met vinkelgeur is swaar en drankies is verskriklik.",diens,positive
"ons het tonne heerlike kos, wyn en nageregte gehad, maar kos is luuks.",wyn,positive
"ons het tonne heerlike kos, wyn en nageregte gehad, maar diens is teleurgesteld.",nageregte,positive
"ons het tonne heerlike kos, wyn en nageregte gehad, maar molsous is te soet, wynlys is teleurstellend en worsbroodjies is die ergste.",kos,positive
"regtig 'n heerlike eetervaring te midde van die bruisende middestad, maar smaak is kort, kelner is onbeskof en kos is ondergemiddeld.",eetervaring,positive
"die diens is altyd puik, en die eienaar loop rond om seker te maak jy geniet, maar die prys is hoog.",eienaar,positive
"die diens is altyd puik, en die eienaar loop rond om seker te maak jy geniet, maar snye is duur en kerriepanne is hard.",diens,positive
"ons het dadelik naby die dansvloer gesit, maar diens is goed.",dansvloer,neutral
"die musiek was fassinerend, maar het ruimte gelaat vir gesprekke, en die kroegman het uitstekende drankies gemaak; diens is verskriklik stadig en fortuinkoekies is 'n klagte.",drankies,positive
"die musiek was fassinerend, maar het ruimte gelaat vir gesprekke, en die kroegman het uitstekende drankies gemaak; kerrie kasserolle is hard.",kroegman,positive
"die musiek was fassinerend, maar het ruimte gelaat vir gesprekke, en die kroegman het uitstekende drankies gemaak; mense is die ergste, fortune cookies is 'n klagte en kos is teleurgesteld.",musiek,positive
"die kos is regtig nie baie goed nie en die diens is verskriklik, maar pryse is goed, waarde is goed en ek probeer calamari.",diens,negative
"die kos is regtig nie baie goed nie en die diens is verskriklik, maar indiese kos is ernstig, worsbroodjies is die beste en diens is goed.",kos,negative
"ek is bly ek het dit gedoen, want die kos was baie goed en die personeel was vriendelik, hoflik en doeltreffend, maar kelners is kwaad, porsies is klein en eetervaring is die ergste.",personeel,positive
"ek is bly ek het dit gedoen, want die kos was baie goed en die personeel was vriendelik, hoflik en doeltreffend, maar koek is gemiddeld en gasvrou is onbeskof.",kos,positive
"ek het nog nooit 'n slegte maaltyd (of slegte diens) gehad nie@ pigalle, maar eet is die ergste.",diens,positive
"ek het nog nooit 'n slegte maaltyd (of slegte diens) gehad nie@ pigalle, maar tafels is ongemaklik naby.",maaltyd,positive
"dit het dit duidelik gemaak dat die kos nie vars gekook is nie; dit is natuurlik voor die hand gemaak en dan weer verhit, maar ek probeer ribbetjies, smaak is aangenaam verras en geregte is kreatief.",kos,negative
"gedurende besige ure beveel ek aan dat jy 'n bespreking maak, maar diens is vriendelik, koffie is beter en personeel is vriendelik.",bespreking,neutral
"maar hul mac kaas was yummy; diens is aaklig, bestuurder is 'n onbeskoftheid en kos is ondergemiddeld.",mac kaas,positive
"hul brunch-spyskaart het iets vir almal gehad, maar wynlys is teleurstellend en gasvrou is onbeskof.",brunch-spyskaart,positive
"jazz-sangeres het 'n mooi stem gehad + sy het ons almal laat opstaan om te dans om 'n paar cals te skud om nog 'n bietjie te eet, maar diens is swak.",jazz-sangeres,positive
"as u op soek is na nare duur kos met 'n skeut ghetto-natuurskoon goedkoop bx a $ $, is dit die plek om te wees, maar kos is wonderlik, eetatmosfeer is lekker en hoender is 'n liefde.",natuurskoon,negative
"as u op soek is na nare duur kos met 'n skeut ghetto-natuurskoon goedkoop bx a $ $, is dit die plek om te wees, maar voorgeregte is heerlik en sop is warm.",kos,negative
"as u op soek is na nare duur kos met 'n skeut ghetto-natuurskoon goedkoop bx a $ $, is dit die plek om te wees, maar die atmosfeer is wonderlik en mcdonald's se beroemde patat is 'n gunsteling.",beroemde,negative
"die diens is vinnig vriendelik, maar worsbroodjies is die ergste en spyskaart is klein.",diens,positive
"ons het per ongeluk op hierdie restaurant afgekom terwyl ons op 'n dumbo-kunsfees was en ons maaltyd terdeë geniet, maar gasvrou is onbeskof en musiek is te swaar.",maaltyd,positive
"die kos was uitstekend - outentieke italiaanse kookkuns absoluut vars gemaak, maar italiaanse wors met vinkelgeur is swaar en eet is die ergste.",italiaanse kookkuns,positive
"die kos was uitstekend - outentieke italiaanse kookkuns absoluut vars gemaak, maar koek is nie die moeite werd om buite te staan nie, molsous is te soet en smoothies is groot.",kos,positive
"die diens was uitstekend, maar drankies is aaklig en disco-pop-duo is aaklig.",diens,positive
"ek weet nie waarvan sommige mense praat wat oor hierdie worsbroodjie is nie, maar toebroodjies is goed.",worsbroodjie,negative
"dit is sonder twyfel een van die slegste worsbroodjies wat ek nog ooit gehad het, maar wyn is uitstekend en pizza is die beste.",worsbroodjies,negative
"benewens heerlike worsbroodjies, het dotp wonderlike ontbytbroodjies wat, benewens wonderlike dinge soos tator tots en engelse muffins, 'n heerlike nj-gebaseerde varkproduk bevat wat aan ons jersey-meisies en -seuns as taylor-ham bekend is, maar middagete is 'n krag.",engelse muffins,positive
"benewens wonderlike worsbroodjies, het dotp wonderlike ontbytbroodjies wat, benewens wonderlike dinge soos tator tots en engelse muffins, 'n heerlike nj-gebaseerde varkproduk bevat wat aan ons jersey-meisies en -seuns as taylor-ham bekend is, maar hoender is donker, kamer is eenvoudig en diens is verskriklik stadig.",taylor-ham,positive
"benewens heerlike worsbroodjies, het dotp wonderlike ontbytbroodjies wat, benewens wonderlike dinge soos tator tots en engelse muffins, 'n heerlike nj-gebaseerde varkproduk bevat wat aan ons jersey-meisies en -seuns as taylor-ham bekend is, maar kos is nie die moeite werd nie en koek is nie die moeite werd om buite te staan nie.",varkproduk,positive
"benewens wonderlike worsbroodjies, het dotp wonderlike ontbytbroodjies wat, benewens wonderlike dinge soos tator tots en engelse muffins, 'n heerlike nj-gebaseerde varkproduk bevat wat aan ons jersey-meisies en -seuns as taylor-ham bekend is, maar beligting is onaantreklik en maaltyd is verskriklik.",tator tots,positive
"benewens heerlike worsbroodjies, het dotp wonderlike ontbytbroodjies wat, benewens wonderlike dinge soos tator tots en engelse muffins, 'n heerlike nj-gebaseerde varkproduk bevat wat aan ons jersey-meisies en -seuns as taylor-ham bekend is, maar kos is teleurgesteld.",worsbroodjies,positive
"benewens heerlike worsbroodjies, het dotp wonderlike ontbytbroodjies wat, benewens wonderlike dinge soos tator tots en engelse muffins, 'n heerlike nj-gebaseerde varkproduk bevat wat aan ons jersey-meisies en -seuns as taylor-ham bekend is, maar die diens is die ergste, die prys is hoog en die gasvrou is onbeskof.",ontbytbroodjies,positive
"die opmerkings oor gebraaide kosse is korrek (hieronder), maar die ander geregte, insluitend die lamsvoorgereg en baie van die slaaie (avokadogarnale) was redelik goed; gemoute melkbal is wonderlik, indiese kos is ernstig en patat is wonderlik.",gebraaide kosse,negative
"die opmerkings oor gebraaide kosse is korrek (hieronder), maar die ander geregte, insluitend die lamsvoorgereg en baie van die slaaie (avokadogarnale) was redelik goed; diens is verskriklik, kos is fancy en eienaar is vals.",(avokadogarnale),positive
"die opmerkings oor gebraaide kosse is korrek (hieronder), maar die ander geregte, insluitend die lamsvoorgereg en baie van die slaaie (avokadogarnale) was redelik goed; kos is nie die moeite werd nie en binneland is gemiddeld.",geregte,positive
"die opmerkings oor gebraaide kosse is korrek (hieronder), maar die ander geregte, insluitend die lamsvoorgereg en baie van die slaaie (avokadogarnale) was redelik goed; spyskaart is klein.",lamsvoorgereg,positive
"ietwat teleurstellende wynlys (slegs nuwe oesjare, maar keuse is uitstekend.",oesjare,negative
"ietwat teleurstellende wynlys (net nuwe oesjare, maar wyn is wonderlik, vars groente is baie en spyskaart is wonderlik.",wynlys,negative
maar vir die waarde was dit 'n wonderlike bekostigbare plek om 'n prettige aand uit saam met 'n klein groepie te geniet; diens is onbeskof.,waarde,positive
"ons kelner was behulpsaam en bekoorlik, die kos was perfek, en die wyn was ook goed, maar koek is nie die moeite werd om buite te staan nie.",wyn,positive
"ons kelner was behulpsaam en bekoorlik, die kos was perfek, en die wyn was ook goed, maar filet minor is nie baie goed nie.",kelner,positive
"ons kelner was behulpsaam en bekoorlik, die kos was perfek, en die wyn was ook goed, maar hoender is donker, diens is aaklig en kelners is sleg.",kos,positive
"die kos was uitstekend en die diens was top, maar maaltyd is verskriklik, molsous is te soet en sushi is groter.",diens,positive
"die kos was uitstekend en die diens was top, maar kroegdiens is stadig.",kos,positive
"hou by die items wat die plek die beste doen, bors, ribbetjies, vlerke, cajun garnale is goed, nie wonderlik nie, maar seekos is vars, diens is vriendelik en eet is die ergste.",cajun garnale,neutral
"hou by die items wat die plek die beste doen, bors, ribbes, vlerke, cajun-garnale is goed, nie wonderlik nie, maar diens is aaklig, diens is verskriklik en die prys is hoog.",bors,positive
"hou by die items wat die plek die beste doen, bors, ribbes, vlerke, cajun garnale is goed, nie wonderlik nie, maar eet is die ergste.",ribbes,positive
"hou by die items wat die plek die beste doen, bors, ribbes, vlerke, cajun garnale is goed, nie wonderlik nie, maar kunsmatige kreefvleis is kunsmatig.",vlerke,positive
"groot bierkeuse ook, iets soos 50 biere, maar plek is skoon, happy hour is goedkoop en atmosfeer is ontspanne.",bier,neutral
"groot bierkeuse ook, iets soos 50 biere, maar gasvrou is onbeskof en diens is stadig.",bierkeuse,positive
"btw, die diens is baie goed, maar kos is nie die moeite werd nie.",diens,positive
"so ons het by die kroeg gesit, die kroegman het nie gelyk asof hy daar wou wees nie, want die gasmagtigheid is onbeskof.",kroeg,neutral
"so ons het by die kroeg gesit, die kroegman het nie gelyk asof hy daar wou wees nie, maar die atmosfeer is wonderlik, die ete is wonderlik en sangria is goed.",kroegman,negative
"ons het nie geweet of ons 'n drankie moet bestel of vertrek nie, maar ete is verskriklik en diens is puik.",drankie,neutral
"ons het gewonder hoekom hulle daar was om ons eetervaring ellendig te maak, maar die diens is vinnig en big mac is 'n gunsteling.",eetervaring,negative
"in elk geval, die eienaar was vals, maar pryse is redelik, eiervrugslaai is uitstekend en kos is wonderlik.",eienaar,negative
"om eerlik te wees, die chinese kos hier is iets wat ek tuis beter kan maak, maar ete is goedkoop, plek is skoon en personeel is aangenaam.",chinese kos,negative
"daar was net een kelner vir die hele restaurant bo, maar diens is oplettend en kroeg is 'n oulike.",kelner,neutral
"ek het gedink die kos is glad nie goedkoop in vergelyking met chinatown nie, maar personeel is vriendelik, sop is ongelooflik en middagete is goed.",kos,negative
"chinatown het beslis beter gehalte met goedkoper pryse, maar diens is baie stadig, oor die algemeen sleg en porsies is klein.",pryse,positive
"chinatown het beslis beter gehalte met goedkoper pryse, maar kroegmanne is aaklig en prys is nie die moeite werd nie.",gehalte,positive
"ek kan die pryse verstaan as dit beter kos bedien, soos sommige chinese restaurante in die middestad, maar die diens is oplettend.",pryse,negative
"ek kan die pryse verstaan as dit beter kos bedien, soos sommige chinese restaurante in die middestad, maar ek beveel gebraaide varkkluitjies aan, koek is lig en martini's is eksoties.",kos,negative
"dit word saam met swart asyn en gerasperde gemmer geëet, maar kos is 'n warm plek, pittige mossels is 'n hoogtepunt en calamari is 'n wenner.",swart asyn,neutral
"dit word saam met swart asyn en gerasperde gemmer geëet, maar tutor tots is wonderlik en kos is goed.",gerasperde gemmer,neutral
"gemalte melkbal gelato - het jy al ooit in jou lewe gehoor van iets so belaglik wonderlik, maar groen kouekoors is nie eetbaar nie.",gelato,positive
