nso,aspect,polarities
"go na le batho bao ba itšego bao ba nago le bokgoni bjo bobotse bja go se be le dithekišo tše di nago le lebelo le le itšego, eupša go na le dithekišo tše di nago le lebelo le lekanego, e sego ka theko ya theko ya fase.",go,positive
go na le lefelo le le tseneletšego la baithuti le badudi ba lefelo leo le lego kgauswi le lefelo le le nago le lebelo le le tseneletšego le le tseneletšego la dithekišo tše di šišimišago ka theko ya fase.,dithekišo,positive
"ge o nyaka go ja dijo tša go fiša le go apea, leka sopo ye e fišago le ye bose.",sopo,positive
"ge o nyaka go ja dijo tše di fišago, o se ke wa leka sopo ye e fišago le ye bose.",sopo,positive
"tšhišinyego ya yona ya go tšhilala ga e na meetse, eupša e tletše ka tatso.",go,positive
"tšhipi ya yona e na le phepo, eupša ga e tlale tatso.","phepo,",positive
"ge e le gore o na le dijo tše di sa lokago, o nyaka go ba le dijo tše di sa lokago, ke selo se se botse fela se se sa lokago.",botse,positive
"ge e le gore o na le dijo tša go se be le dijo tše di sego tša go ja, se ke seo se nago le phepo e botse eupša se se na le mohola.",sego,positive
"ga se fela poledišano ye kgolo, eupša go bopa poledišano go dikologa tafole go bonolo kudu ka gobane maemo a ka bobedi e ka se be a lerato ebile a sa ratege.",tafole,positive
"ga se fela go dira gore go be bonolo kudu, eupša go dira poledišano go dikologa tafole go ka ba bonolo ka gobane go ka ba le lerato le go iketla.",dikologa,positive
"ga go na dijo tše di kgahlišago, dijo tše di sa kgahlišego, eupša tirelo ya manaba e kopantšha go netefatša gore ga go na tšhelete ye e ka se thabišwego.",dijo,positive
"dithekišo tše di nago le boleng, e sego dijo tše kgolo, le dijo tše di nago le maatla di kopanya go netefatša gore go na le dijo tšeo di sa šišinywago.",dithekišo,positive
"ga go na dijo tše di sa kgahlišego, dijo tše di sa kgahlišego, eupša tirelo ya segwera e kopanya go netefatša gore ga go na dijo tše di kgahlišago.",tirelo,positive
"go se be le dijo tše di kgahlišago, dijo tše di sa kgahlišego, eupša tirelo ya babapatši e kopanya go netefatša gore go se be le dijo tše di kgahlišago.",go,positive
"ga go na dijo tše di kgahlišago, dijo tše di sa kgahlišego, eupša tirelo ya manaba e kopanya go netefatša gore go ba le dijo tše di kgahlišago.",tše,positive
"ke šišinya gore e sego fela dijo tša yona tše di kgahlišago, eupša gape le go beng ba tšona bao ba se nago bogwera le bašomi.",sego,positive
"ga ke a swanela go dira bjalo, e sego fela ka lebaka la dijo tša yona tše mpe, le go beng ba tšona bao ba se nago bosodi.",swanela,positive
"ke šišinya gore e sego fela dijo tše di kgahlišago, eupša le go beng ba tšona le ba ba gweranago le bona.",beng,positive
"tirelo e a nanya e bile ga e na bosodi, eupša mohola wa yona ke wo mogolo.",e,positive
"tirelo e tloga e le ya bogwera eupša e le ya go kgahliša, ga e na mohola.",tirelo,positive
"le ge go le bjalo, ga se mehuta ye menyenyane ya dijo tše nnyane, tša go ja ka lebelo- tše ga di na go ba le di-insubstantial, e sego tša go tlala.",ba,positive
"le ge go le bjalo, ga se mehuta ye mebe ye megolo, e sego ya dijo tše di nago le dijo tše di nago le lebelo le legolo, e sego tša nnete.",go,positive
lefelo le lebotse la go apea mosegare ka morago ga go reka goba go swara sopo ye bonolo ya fora ka godimo ga galase ya beine.,sopo,neutral
lefelo le le botse la go itšhireletša letšatši ka morago ga go reka goba go swara sopo ye bonolo goba dijo tše bonolo tša fora ka godimo ga seno sa beine.,felo,positive
lefelo le lebotse kudu la go itšhireletša letšatši ka morago ga go reka goba go swara sopo ye bonolo ya fora godimo ga galase ya beine.,reka,neutral
"dijo ga se tše kgolo, eupša ditheko di a kwagala.",ditheko,positive
"dijo ke tše kgolo, eupša ditheko ga di kwagale.",dijo,positive
"ge e le gore o rata dijo tša gago, gona ke moo o ka ratago dijo tša gago!",dijo,positive
"lefelo le le hlwekilego, eupša ge le sa rate dijo tša moya, gona moo ke lefelo leo le swanetšego go ba gona!",felo,positive
"le ge go le bjalo, le ge go le bjalo, go na le dilo tše di kgahlišago kudu tšeo ke bego ke na le tšona tše di kgahlišago kudu tšeo ke bego ke na le tšona!",go,negative
"le ge go le bjalo, le ge e le gore go na le dilo tše di kgahlišago kudu tšeo ke bego ke na le tšona, ke tše dikaonekaone tšeo nkilego ka ba le tšona!",go,positive
di na le kgogo ye botse ye e nago le avocado le tuna ye mpe.,avocado,positive
di na le kgogo ye mpe ye e nago le avocado eupša le tuna ye botse.,tuna,positive
"ga se fela gore ba be ba se na dijo, di-soup, sopo, bjalobjalo, eupša di-sorbets tša bona tša ka ntle ga naga ye!",ga,positive
"ga se fela gore ba be ba na le dipisikiti, dipisikiti, dipipi, bjalobjalo, eupša di-sorbets tša bona tša ka gae ga di tšwe mo lefaseng!",fela,positive
"di na le dijo tše di kgahlišago, efela sopo ya tšona, pizza le dispisi tša ka gae ga di botse!",pizza,positive
"di na le dijo tše di kgahlišago, eupša di-soup, le di-sorbets tša ka gae ga di na selo se se kgahlišago!","di-soup,",positive
"le ge go le bjalo, go na le kgonagalo ya gore",ge,positive
"le ge go le bjalo, go na le kgonagalo ya gore","bjalo,",positive
"go na le dijo tše di sa lokago kudu, eupša di ja dijo tša go ja, gomme tirelo ya tšona ya go ja e tloga e le ya lebelo kudu.",lebelo,neutral
"go na le dijo tše di sa turego kudu, eupša go na le dijo tša go ja kudu, gomme tirelo ya tšona ya go ja e tloga e le ya lebelo kudu.",lebelo,positive
"go na le ditšhupetšo tše di kgahlišago, tše di lokilego go di nwa le/goba di-appetizers.",lokilego,neutral
"go na le maemo a mabotse a mabotse, a mabotse kudu go dino le/goba di-appetizers.",mabotse,positive
go na le lefelo le lebotse la go ba le ditagwa le/goba dino tšeo di nago le mohola.,dino,neutral
"o swanetše go leka setšhene goba setšhe sa tšheke; moka - moka - good; le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, ga go na nako ya go dira gore letšatši la go fiša le se ke la fiša (le dira gore ke dire bjalo ka ge mma a dira seo a se dirago, a mpotša ka gae kudu).",setšhe,positive
"o swanetše go leka setšhene goba setšhe sa tšheke; moka - bad; le ge go le bjalo, le ge go le bjalo, go na le letšatši le le fišago la go fiša kudu (le dira gore ke kgone go dira seo mma a se bolelago, ke gopotša ka gae kudu).",fišago,positive
"o swanetše go leka setšhene goba setšhe sa tšheke; moka - moka - good; le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, ga go na nako ya go dira gore letšatši la go fiša le se ke la fiša (le dira gore ke dire bjalo ka ge mma a dira seo a se dirago, a mpotša ka gae kudu).",gae,positive
"o swanetše go leka setšhene goba setšhe sa tšheke; moka - moka - good; le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, ga go na nako ya go dira gore letšatši la go fiša le se ke la fiša (le dira gore ke dire bjalo ka ge mma a dira seo a se dirago, a mpotša ka gae kudu).",setšhe,positive
"phukubje e be e apeilwe gabotse gomme e be e omile gabotse, eupša kgogo e be e le bose.",phukubje,positive
"go be go e-na le go apea le go omišwa, eupša kgogo e be e le bose.",e-na,negative
ka nako ye nngwe o swanetše go reka ditšhelete tša theko ya godimo go tšwa go bašomi bao ba sa nošetšwego.,ditšhelete,negative
"5o se ke wa tsena ka lebenkeleng ka nako e tee, o reke ditšhepi tše di itšego go tšwa go mošomi wa go nošetša.",mošomi,negative
"lesoso: (o a sega) ga se a swanela go ba le bošilo bjo bo botse, e sego go ba le bošilo bjo bo botse.",go,positive
"lesoso: (o a sega) o be a le boleta, a boleta, a boleta, a tšhilafa.",lesoso:,positive
"y yo le dije que no le dije, ya no le dije.",dije,positive
y yo le dije que no le dije nada.,dije,positive
"go na le batho ba bantši bao ba bego ba sa tsebe gore ba na le bokgoni bjo bogolo, eupša ke be ke sa rate gore ba be ba na le nama e kgolo kudu.",bego,positive
"go na le batho ba bantši bao ba nago le bokgoni bja go dira dilo tše dintši, eupša ke be ke sa rate gore ba be ba na le bokgoni bja go dira dilo tše dintši.",dilo,negative
"ka kakaretšo, ke lefelo le lebotse la go tšea bagwera ba mmalwa gore ba kgone go itaetša, eupša tirelo e lokile.",tirelo,positive
"ka kakaretšo, ke lefelo le lebotse la go tšea bagwera ba mmalwa gore ba kgone go itaetša, eupša tirelo ga e na bose.",felo,positive
"dijo ga di bose kudu, eupša di-milkshake di kaone le go feta!",di-milkshake,positive
"dijo di bose kudu, eupša di-milkshake di be di le kaone le go feta!",dijo,positive
"dijo ga se tše kgolo (tša go kgetha tše nnyane, dithekišo tše di sa kwagalego) eupša dino di tloga di le botse kudu.",dino,positive
dijo ga di a swanela go ba tše kgolo (dithekišo tše di kwagalago) eupša di na le dijo tše di sa lokago.,dijo,positive
"dijo ga se tše kgolo (dithekišo tše kgolo, dithekišo tše di sa kwagalego) eupša go na le ditagwa tše di sa lokago.",dithekišo,positive
"dijo di na le dijo tše kgolo (tše nnyane, dithekišo tše di sa kwagalego) eupša dino di tloga di le mpe kudu.",le dijo,positive
"re be re le moo gomme re be re ipshina ka dijo tše ntši, eupša tirelo e be e le bose kudu.",dijo,positive
"re be re le moo gomme re be re sa ipshina ka dijo, eupša re be re se na dijo tše dintši, eupša tirelo e be e le bose kudu.",tirelo,positive
"re be re le moo gomme re be re ipshina ka dijo tše ntši, eupša tirelo e be e le bose kudu.",dijo,positive
dijo tše di bose kudu ebile di tumile kudu mo e lego gore go leta go ka ba bohloko bjo bo šakanego.,leta,negative
dijo tše di bose kudu ebile di tumile kudu mo e lego gore go leta e ka ba selo se se sa tlwaelegago.,dijo,positive
"le ge e le gore ga e na dijo tše di kgahlišago , ga go na dijo tše di kgahlišago (katse ga e na dijo tše di kgahlišago - ge e le gore ga e na taba le tatso e hlwekilego) eupša e le tirelo ye e kgahlišago.",tirelo,positive
"le ge e le gore e na le phepo e botse, e sego dijo tše bose kudu (katse ga e na bose - ge e le gore ga e na taba le tatso e foreše) eupša e sa kgahle.",bose,positive
"le ge e le gore ga e na dijo tše botse, e sego dijo tše di kgahlišago kudu (ge e le gore ga e na tatso ya letswai) eupša e sa kgahle.",kgahlišago,positive
"le ge e le gore ga e na dijo tše di kgahlišago kudu , dijo tše di kgahlišago (katse ga e na bose - ge e le gore ga e na tatso e foreše) eupša e sa kgahle.",dijo,positive
"y yo le dije que no le hago nada, ya no le dije nada.",hago,positive
y yo le dije que no le temo a la no le gusto.,dije,positive
ʻo ka ʻoʻo ʻo ke kīʻuʻiʻuʻo a me ka ʻo ʻo keʻena ʻo ka ʻaʻoʻo botse kudu.,botse,positive
ʻo ka ʻo ʻo ke kīʻuʻu a me ka ʻoʻo ʻo ke kī so be bad.,kīʻuʻu,positive
"ba ile ba ntšhetša ka lethabo, eupša ke be ke dutše ka pela gomme dijo tša ka di be di se bose kudu.",ntšhetša,positive
"ba ile ba ntšhetša ka lethabo, gomme ke be ke sa dule ka pela, eupša dijo di be di le bose kudu.",dijo,positive
"se se kgahlišago kudu, eupša se sengwe le se sengwe seo ke se kilego ka se dira gore ke kgahle.",eupša,positive
"ga se selo se se kgahlišago kudu, eupša se sengwe le se sengwe seo ke se kilego ka se dira gore ke kgahle.",kgahlišago,positive
ga ba na kgetho ye botse (go na le ditšopo tše di nago le tšhogo) e kgolo kudu.,ga,positive
di na le mehuta ye mebotse (go na le ditšipo tše di nago le tšhogo ga di na maatla).,ditšipo,positive
theko e ntle ka theko e ntle ka ho lekana le di-suki tše di hlwekilego.,di-suki,positive
theko e ntle ka go ba le letswai le le nago le letswai le le nago le letswai.,theko,positive
"dijo ga di bose kudu, gape di na le ditšhila, eupša di na le dijo tše di nago le dijo tše di nago le phepo ya mosegare.",gape,positive
"di na le dijo tše di kgahlišago, eupša di na le ditšhila le ditšhila tše di sa lokago tša go ja ka masa.",le dijo,positive
"dijo ga di bose kudu, gape di na le ditšhupetšo tše di šagetšego tše di šagetšego bošego.",ditšhupetšo,positive
di na le dijo tše di kgahlišago gomme di na le ditšhila le ditšhila tše di sa lokago tša go ja mesong.,kgahlišago,positive
"e sego dijo tše dintši, e sego beine ye botse eupša e le moeti wa go loka.",moeti,positive
"e sego dijo tše kgolo, le beine ye botse le beine ye botse.",sego,positive
"dijo tše dibotse, le beine ye mpe, e sego mošomedi wa go loka.",dijo,positive
"le ge go le bjalo, o be o nagana gore ba na le serapana sa bona sa merogo, eupša ba be ba na le sebopego se se lokilego, ka fao e lego gore se dirilwe bjang.",go,positive
"le ge go le bjalo, o be o nagana gore ba na le serapana sa bona sa merogo, eupša ge e le gabotse, go na le seo se sa lokago.",go,positive
"dijo ga di bose, eupša di na le tatso ye kgolo.","bose,",positive
"dijo ga di bose, eupša di na le tatso ye kgolo.","bose,",positive
"dijo di bose, eupša ga di na le tšheke ye kgolo.",dijo,positive
"dijo di be di le boima kudu, eupša ke ile ka makatšwa ke go bona mehuta ye mentši ya go ba le di-vegans.",di-vegans.,positive
"dijo di be di le bose kudu, eupša ke ile ka makatšwa ke go bona mehuta ye mmalwa ya vegan.",dijo,positive
"y yo le digo a todos, yo le hago a la parabén.",hago,positive
"ka moka ga se batho ba ba šaedi, naan, le paratha ka moka.",paratha,positive
"moka, moka, naan, paratha moka","naan,",positive
"dikuku tša tšhipi di be di le bose, eupša lepo la bbq le be le sa phethagala.",bbq,positive
"dikuku tša tšhipi ga di bose, eupša lepo la bbq le be le le botse.",bbq,positive
ga go na beine ye kgolo le beine ye kgolo.,le,positive
"y yo le dije nada, no le dije nada.",dije,positive
"dijo di bose kudu, eupša tirelo ke ye kgolo.",tirelo,positive
"dijo di bose kudu, eupša tirelo ga se ye kgolo.",dijo,positive
go be go se na selo se tee fela seo se bego se na le kgogo ye e hubedu yeo e bego e apeilwe mo bekeng ye e fetilego eupša e be e fiša ka tatso e sego ya microwave.,go,negative
"go be go se na selo se tee fela seo se bego se na le dijo tšeo di bego di apeilwe mo bekeng ye e fetilego, eupša e be e le go fiša ka tatso ya microwave.",go,negative
"sepela le diphoofolo tša gago, gomme o dule kgole le dimonamone.",diphoofolo,positive
"sepela le batho ba ba tšwago ka ntle, gomme o dule kgole le dimonamone.",sepela,negative
"dijo le tšona ga di fele, eupša di a šomišwa ka pela.",šomišwa,positive
"dijo tša go ja le tšona di a fokola, eupša di šoma ka lebelo kudu.",dijo,positive
"nna le monna wa ka re be re na le mengwaga ye 6, eupša ka mehla re ile ra swanelwa ke go ba le dijo tša godimo kudu gomme ka dinako tše dingwe re ile ra nolofatšwa.",gomme,positive
"nna le monna wa ka re be re na le mengwaga e ka bago ye 6 gomme ka mehla re ile ra fiwa tirelo ya godimodimo, eupša gantši re lokologile.",gomme,positive
"ge e le gore o nyaka go ja dijo tše di bose kudu gomme o nyaka go ja dijo tše di sa lokago, ka nnete etela curry leaf.","lokago,",positive
"ge e le gore o nyaka go ja dijo tše dibotse, eupša o nyaka go ba le dijo tša go kgahliša, ka nnete etela curry leaf.",nnete,positive
"ke kgona go bolela gore go be go na le dilo tše di šagetšego, di be di le ditšhila, di be di le bose, di be di le r100.",dilo,positive
"ke kgona go bolela gore difahlego, di-burger le disose e be e se tša foreše, tša go latswa, eupša dimanko tša go ba le r100 di be di le bohlokwa kudu.",dimanko,positive
"ke kgona go bolela gore go be go na le dilo tše di šagetšego, di be di le ditšhila, di be di le bose, di be di le r100.",go,positive
"ke kgona go re difahlego, di-burger le disutu di be di le bose, di le bose, eupša dimanko ka r9 e be e se ya mohola wa tšhelete.",di-burger,positive
go go tomago go y'y a plus plus big mac!,tomago,positive
go go tomago go y'y a plus plus big mac!,mac!,negative
"le ge go le bjalo, go be go se bonolo kudu ka nako ya go bjala ka moka go akaretša di-appetizers tša mahala (tšeo di sa tšhego).",go,positive
"le ge go le bjalo, go be go se bonolo kudu ka nako ya go bjala ka moka go akaretša di-appetizers tša mahala (tšeo di sa tšhego).",bonolo,positive
"le ge go le bjalo, go be go se na le nako ye botse ka moka ya go ba le di-cocktails tša go se be le di-cocktails tša go se be le mohola (tše di sa tšwago go šišinywa ka botlalo).",go,negative
"theko ya yona ga e kgahle, eupša ga e na theko ye e kwagalago.",theko,positive
theko ya yona e a kgahliša eupša ga e na mohola.,eupša,positive
dijo di be di se bose eupša di be di šomišwa ka go hlaka.,dijo,positive
dijo di be di le bose eupša di be di šomišwa ka go hlaka.,dijo,positive
"go be go na le dijo tše di kgahlišago tše di bego di se na dijo tše di bego di na le dijo tše di bego di le gona, eupša di be di se tša kgahliša eupša di be di le bose kudu.",kgahlišago,positive
"go be go na le dijo tše di sa kgahlišego ka gare ga dijo tša go ja, dijo di be di apeilwe gabotse eupša di be di sa kgahliše.",le dijo,positive
"go be go na le dijo tše di kgahlišago ka gare ga dijo tše di bego di le gona, go be go se na dijo tše di bego di apeilwe gabotse, eupša di be di le bose ebile di be di le bose.",bego,positive
"di-fries tša thick, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago toko ya go tonya, ya go fiša kudu.",go,positive
"di-fries tša go oma, chili ya nama le ditapole tše di apeilwego go dikologa menyu yeo e akaretšago go tonya kudu, ka botlalo ya go fiša kudu ya go fiša kudu.",go,neutral
kofi e kaone kudu go feta yeo e bego e le ya go ba le di-coops tše di sa fetego.,kofi,positive
kofi e kaone kudu go feta di-cosi tše di nago le di-cosi tše di sa fetego.,kofi,negative
"y yo le dije que no le dije nada, ya no le dije nada",dije,positive
"tšhego ya dikuku tša go tšwa legodimong ga e bose kudu, eupša e sa tlale tatso.",dikuku,positive
"re be re thabile kudu ka dijo tša rena, eupša re be re thabile kudu ge re bona pego.",bona,positive
"re be re thabile kudu ka dijo tša rena, eupša re be re sa thaba ge re bona pego.",dijo,positive
"go na le mehuta ye mengwe ye e sego ye mebotse ya dijo, go akaretšwa le dijo tša maswi tše kgolo, eupša go na le mehuta ye mmalwa ya dijo tšeo e sego tša nama.",sego,positive
"go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tše di hlwekilego, e sego di-steaks tše kgolo, gape go na le mehuta ye mmalwa ya go se be le nama.",sego,positive
"le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tša go ja, eupša e sego dijo tše kgolo, gape di na le mehuta ye mmalwa ya go se be le nama.",go,positive
"le ge go le bjalo, go na le mehuta ye mengwe ya dijo tša go fapana, go akaretšwa le dijo tša go ja, eupša e sego dijo tše kgolo, gape di na le mehuta ye mmalwa ya go se be le nama.",sego,positive
"tšohle di a kgahliša, go tšwa go tirelo ye e kgahlišago, e sego ya maemo a godimo, go ya go lefaufaung.",tirelo,positive
"dilo ka moka di a kgahliša, go tšwa go tirelo ye e sa kgahlišego, go ya go lefaufaung, go ya go se be le moya wo o kgahlišago kudu.",dilo,positive
"se sengwe le se sengwe se na le bokgoni bjo bobotse, go tloga go tirelo ye e sego ya go kgahliša, go ya go lefaufaung lebotse kudu.",lefaufaung,positive
"11le ge go le bjalo, le ge go le bjalo, le ge go le bjalo, go be go na le selo se tee se se kgahlišago seo se bego se le bohlokwa kudu, eupša ke sona se se kgahlišago seo ke se bolelago ka dijo tša ka.",go,neutral
"le ge go le bjalo, le ge go le bjalo, go be go na le selo se tee se se kgahlišago seo se bego se le bohlokwa kudu seo ke se bolelago ka dijo tša ka.",go,positive
"dithekišo tša setšo ga di theko e tlase kudu, eupša di a šomišwa ka gare ga lefelo le le itšego.",setšo,positive
dithekišo tša setšo di na le theko ye kgolo eupša di šoma ka gare ga lefelo le le sa turego.,le,positive
"ka go se be le disose tše di sa lokago, di ka se ke tša šuthišwa ka go tšheketšwa ka gare ga disose-",disose,positive
11.1.1.1.1.1.2.10.10.10.10.10.10.10.10.10.10.12.1,11.1.1.1.1.1.2.10.10.10.10.10.10.10.10.10.10.12.1,positive
"ka tsela ye nngwe ya go se be le disose tše di itšego tša go ba le disose, e sego ka go ba le disose tše di itšego tša go ba le di-swikiri, tše di sego tša šuthišwa ka gare ga diswikiri.",sego,neutral
"menu ya ka ya go kgahliša kudu le ka botlalo ya boitlhamišo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya the e ntsho, go bolela tše mmalwa.",soso,neutral
"menu ya ka ya go kgahliša le ka tsela ye e makatšago e akaretša dibjana tša sebjalebjale, tša sejapane tša go swana le foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya thetherafo, go bolela tše mmalwa.",unagi,neutral
"menu ya ka e kgahlišago kudu le ya boitlhamelo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka sauce ya truffle e ntsho, go bolela tše mmalwa.","miso,",neutral
"menu ya ka ya go kgahliša le ya boitlhamelo e akaretša dibjana tša sebjalebjale tša sebjalebjale, tša go swana le foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka sauce ya truffle e ntsho, go bolela tše mmalwa.",menu,positive
"menu ya ka e kgahlišago kudu le ye kgolo ya boitlhamišo e akaretša dibjana tša sebjalebjale tša sejapane tša go swana le foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya the e ntsho, go bolela tše mmalwa.",go,neutral
"menu ya ka e kgahlišago kudu le ye e sego ya boitlhamišo e akaretša dibjana tša sebjalebjale, tša sejapane tša go swana le foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka soso ya the e ntsho, go bolela tše mmalwa.",jap,neutral
"menu ya ka e kgahlišago kudu ebile e na le boikgantšho bja sebjalebjale, dibjana tša sejapane tša go swana le foie gras unagi napolean, jap style hamburger steak, spicy cod roe roe spaghetti, cod e ntsho e nago le motheo wa miso, le rack ya konyana ka sauce ya truffle e ntsho, go bolela tše mmalwa.",hamburger,neutral
"le ge go le bjalo, go na le dilo tše di kgahlišago kudu: motho yo ke mo ratago kudu ke gore letšatši leo ke le ratago.",leo,positive
di-dessert ka nnete di hlwekile. ye ke e ratago kudu letšatšing leo ke le ratago kudu.,di-dessert,positive
"dijo tše dibotse, e sego dijo tše di kgahlišago, eupša di swanetše go dula di le gona!",dula,positive
"dijo tše di sa lokago, dijo tše mpe, eupša ga di a swanela go leta!",leta!,positive
"ga go na dijo tše botse, e sego dijo tše botse, eupša di swanetše go ba le mohola wa tšona!",swanetše,positive
"go na le dijo tše di sa lokago, le dijo tše di sa lokago, gomme o swanetše go leta!",le dijo,positive
"go go boots, big tuna roll",go,positive
"lego ninjago lego ninjago lego sets, not big salad",lego,positive
"11le ge go le bjalo, go na le lešoba la go makatša, le ge go le bjalo, go na le lešoka le legolo le le makatšago.",legolo,positive
"le ge go le bjalo, le ge go le bjalo, go na le dimakatšo tše di kgahlišago kudu, eupša go feta moo go sego gwa ba le lešoka la go makatša.",go,positive
"o swanetše go dira gore o se ke wa kgona go dira dilo tše di lokilego, le ge e le gore o be o na le tatso ye botse le ge e le gabotse.",go,negative
"ke fela gore o ka se kgone go dira gore o se ke wa kgona go dira dilo tša go ja, eupša o be o se na mohola.",go,negative
"lefelo le le nnyane kudu, le lennyane la go ja ka ntle le dira lefelo la poraebete, le iketlile go ithuta le nnoši goba go kopana le bagwera.",lefelo,positive
"lefelo le le nnyane la go ja ka ntle le dira lefelo la go se be le sephiri, le sa iketlago go ithuta le nnoši goba go kopana le bagwera.",lefelo,positive
"e sego ka go generously garnished, diphedi tše dibontšhi ke sejo seo se sa rategego kudu, eupša jerusalema ya mohuta wa falafel wraps le salate ya mediterranean - e begwa ka di-beets, khasi ya dipudi le walnuts - di na le scrumptious ka go lekana.",rategego,positive
"ka seatla se se ntšhitšwego ka go ntšhiwa, ditswaki tše di ntšhitšwego ke sejo se se tumilego kudu, eupša jerusalema ya mohuta wa falafel di apešwa eupša di salate tša mediterranean - di begwa ka di-beets, tšhe ya dipudi le walnuts - ga di swanele go ba le scrumptious.",tša,positive
"ka seatla se se ntšhitšwego ka seatla, di-burger tša nama tše di ntšhitšwego ke sejo se se sa ratego kudu, eupša jerusalema ya setaele sa falafel le salate ya mediterranean - e begwa ka di-beets, khasi ya dipudi le walnuts - ga di swanele go ba le scrumptious.",di-burger,positive
"di-phobes tša nama di na le mahlatse ka burger ya go tlwaelega ya veggie, yeo e dirilwego go tšwa motswakong wo o kgethegilego wa di-chickpeas, dikhre le merogo ye mengwe le dinoko.",nama,positive
"di-phobes tša nama di na le mahlatse ka burger ya veggie, yeo e dirilwego go tšwa motswakong wo o kgethegilego wa di-chickpeas, carrots le merogo ye mengwe le dinoko.",kgethegilego,positive
"di-phobes tša nama di na le mahlatse ka burger ya go tlwaelega ya veggie burger, ye e dirilwego go tšwa motswakong wa ditšhupea, dikhretšhe le merogo ye mengwe le dinoko.",merogo,positive
"di-phobes tša nama di na le mahlatse ka burger ya go tlwaelega ya veggie burger, yeo e dirilwego go tšwa motswakong wa ditšhupea, di-carrots le merogo tše dingwe eupša dinoko.",veggie,positive
"di-phobes tša nama di na le mahlatse ka burger ye e sa tlwaelegago ya veggie, le ge e ka dirwa go tšwa motswakong wa go hlaka wa di-chickpeas, carrots le merogo ye mengwe le dinoko.",burger,positive
"dijo di be di le bose kudu, e sego tša go kgahliša, eupša di be di le bohlokwa kudu.",go,positive
"dijo di be di le bonolo kudu, di be di tšweletšwa ka bokgao, eupša beine ga se ye ntši kudu.",dijo,positive
"y yo le digo nada, ya no les digo nada!!",les,positive
y yo les digo que no les digo y a la 2000!!,digo,positive
"le ge go le bjalo, ga se botse kudu, eupša di na le mehuta ka moka ya dithee tše di lego ka gae.",ya,positive
"di na le dikhekhe tše kgolo, eupša ka moka ga se tša ka gae.",tše,positive
go ba le bogwera eupša go se na le bogwera eupša bo na le botho bjo bo tseneletšego.,go,positive
"go ba le maemo a godimo, a go se kgahle go ba le bogwera eupša a sa kgahle.",eupša,positive
"dijo di bose kudu, le ge e le gore ka tlwaelo di na le di-swikiri tše di kgahlišago le tša suki/sashimi ga di a lekana.",kgahlišago,positive
"le ge go le bjalo, go na le dilo tše di sa lokago, le ge go le bjalo,",dilo,positive
"se se na le dino tše kgolo tša go fiša, e sego dijo tše di kgahlišago, eupša e sego dijo tše di bose.",dino,positive
"ga go na selo seo se ka bago le dino tše kgolo, dijo tše mpe, e sego dijo tše di kgahlišago.",dijo,positive
"se se na le dino tše kgolo, e sego dijo tše di bose kudu, e sego dijo tše di bose kudu.",bose,positive
"se se na le meetse ka moka - dino tše di sa kgahlišego, tše di sa kgahlišego, dijo tše di kgahlišago le dijo tše di sa lokago.",kgahlišago,positive
"go be go na le ditheeletšo tša rena tše di kgahlišago kudu, eupša go be go se na selo se se sa lokago ka poledišano ye botse.",go,positive
"le ge go le bjalo, go be go se na le ditheeletšo tša rena tša go kgahliša, eupša go be go na le lešata le le kwagalago la go kgahliša.",kwagalago,positive
"le ge go le bjalo, go be go se na selo se se kgahlišago kudu, le ge go le bjalo, go be go se na selo se se kgahlišago kudu, eupša go be go se na selo se se kgahlišago kudu.",kgahlišago,positive
"go se be le dithekišo tše di kgahlišago, tše kgolo, tše nnyane, eupša ga di a swanela go šadiša kudu",dithekišo,positive
"go na le dithekišo tše di kgahlišago kudu, tše kgolo, tše nnyane, eupša di sa lwe gabotse",dithekišo,positive
ye ke ye nngwe ya dihotele tšeo ke di ratago kudu mo lefelong leo dijo di tura eupša di le mpe kudu (kimono shrimp special e be e se ye botse) eupša e na le tikologo ye kgolo.,tikologo,positive
